ID	ORF	UniGeneHsID
23677_at	SH3BP4	Hs.516777
23678_at	SGK3	Hs.613417
23682_at	RAB38	Hs.591975
23683_at	PRKD3	Hs.660757; Hs.716034
23704_at	KCNE4	Hs.348522
23705_at	CADM1	Hs.370510
23708_at	GSPT2	Hs.59523
23710_at	GABARAPL1	Hs.524250
23729_at	SHPK	Hs.579217
23731_at	C9orf5	Hs.308074; Hs.621479
23732_at	C9orf4	Hs.347537
23741_at	EID1	Hs.255973; Hs.714048
23742_at	C15orf2	Hs.649663
23743_at	BHMT2	Hs.114172
23746_at	AIPL1	Hs.279887
23753_at	SDF2L1	Hs.303116
23759_at	PPIL2	Hs.438587; Hs.517436
23760_at	PITPNB	Hs.713581
23761_at	PISD	Hs.420559
23762_at	OSBP2	Hs.517546
23764_at	MAFF	Hs.517617
23765_at	IL17RA	Hs.129751
23767_at	FLRT3	Hs.41296
23768_at	FLRT2	Hs.533710; Hs.624735; Hs.719261
23769_at	FLRT1	Hs.584876
23770_at	FKBP8	Hs.173464
23774_at	BRD1	Hs.127950
23780_at	APOL2	Hs.474740
23786_at	BCL2L13	Hs.631672
23787_at	MTCH1	Hs.485262
23788_at	MTCH2	Hs.269944
238_at	ALK	Hs.654469
239_at	ALOX12	Hs.654431
2395_at	FXN	Hs.20685; Hs.29978
24_at	ABCA4	Hs.416707
240_at	ALOX5	Hs.89499
241_at	ALOX5AP	Hs.507658
24137_at	KIF4A	Hs.648326
24138_at	IFIT5	Hs.252839
24139_at	EML2	Hs.24178
24140_at	FTSJ1	Hs.23170
24141_at	C20orf103	Hs.22920
24142_at	NAT6	Hs.129910
24144_at	TFIP11	Hs.20225
24145_at	PANX1	Hs.591976
24146_at	CLDN15	Hs.38738
24147_at	FJX1	Hs.39384
24148_at	PRPF6	Hs.31334
24149_at	ZNF318	Hs.509718
242_at	ALOX12B	Hs.136574
2444_at	FRK	Hs.89426
245_at	ALOX12P2	Hs.378695
245711_at	SPDYA	Hs.511956
245802_at	MS4A6E	Hs.662211
245806_at	VGLL2	Hs.99324
245812_at	CNPY4	Hs.632293
245932_at	DEFB119	Hs.516998
245934_at	DEFB121	Hs.272294
245936_at	DEFB123	Hs.122509
245937_at	DEFB124	Hs.381373
245938_at	DEFB125	Hs.380220
245972_at	ATP6V0D2	Hs.436360
245973_at	ATP6V1C2	Hs.580464
246_at	ALOX15	Hs.73809
246119_at	TTTY10	NA
246126_at	CYorf15A	Hs.522863
246175_at	CNOT6L	Hs.592519
246176_at	GAS2L2	Hs.591194
246213_at	SLC17A8	Hs.116871
246243_at	RNASEH1	Hs.568006
246269_at	LACE1	Hs.259666
246329_at	STAC3	Hs.417595
246330_at	PELI3	Hs.656875
246705_at	C21orf94	Hs.505079
246744_at	STH	Hs.661831
246777_at	SPESP1	Hs.657932
246778_at	IL27	Hs.528111
247_at	ALOX15B	Hs.111256
2475_at	MTOR	Hs.338207
248_at	ALPI	Hs.37009
2483_at	FRG1	Hs.203772
2487_at	FRZB	Hs.128453
2488_at	FSHB	Hs.36975
249_at	ALPL	Hs.75431
2491_at	CENPI	Hs.318398; Hs.348920
2492_at	FSHR	Hs.1428
2494_at	NR5A2	Hs.33446
2495_at	FTH1	Hs.524910; Hs.645560
25_at	ABL1	Hs.431048
250_at	ALPP	Hs.284255
251_at	ALPPL2	Hs.333509
2512_at	FTL	Hs.433670; Hs.713706
2515_at	ADAM2	Hs.177959
2516_at	NR5A1	Hs.495108
2517_at	FUCA1	Hs.370858
2519_at	FUCA2	Hs.591332
2520_at	GAST	Hs.2681
2521_at	FUS	Hs.513522
2523_at	FUT1	Hs.69747
2524_at	FUT2	Hs.579928
2525_at	FUT3	Hs.169238
2526_at	FUT4	Hs.390420; Hs.572064; Hs.623098; Hs.660188
2527_at	FUT5	Hs.631843
2528_at	FUT6	Hs.631846; Hs.705615
252839_at	TMEM9	Hs.181444
252884_at	ZNF396	Hs.351005
2529_at	FUT7	Hs.457
252969_at	NEIL2	Hs.293818
252983_at	STXBP4	Hs.35199; Hs.602450
252995_at	FNDC5	Hs.524234
2530_at	FUT8	Hs.654961
253012_at	HEPACAM2	Hs.443169
253017_at	TECRL	Hs.227752
253018_at	HCG27	Hs.659818
253039_at	LOC253039	Hs.594170
2531_at	KDSR	Hs.74050
253128_at	C12orf33	Hs.408739
253143_at	C22orf30	Hs.438906
253152_at	EPHX4	Hs.201555
253190_at	SERHL2	Hs.360940; Hs.656672
2532_at	DARC	Hs.153381
253260_at	RICTOR	Hs.407926
2533_at	FYB	Hs.370503
2534_at	FYN	Hs.390567
253430_at	IPMK	Hs.499690
253461_at	ZBTB38	Hs.715534
2535_at	FZD2	Hs.142912
253512_at	SLC25A30	Hs.591230
253558_at	LCLAT1	Hs.468048; Hs.662770
253559_at	CADM2	Hs.164578
253635_at	CCDC75	Hs.595250
253639_at	ZNF620	Hs.581541
2537_at	IFI6	Hs.511731; Hs.523847
253724_at	LOC253724	Hs.506549; Hs.649911
253738_at	EBF3	Hs.591374
253769_at	WDR27	Hs.709476
253782_at	LASS6	Hs.506829; Hs.718403
2538_at	G6PC	Hs.212293
253827_at	MSRB3	Hs.339024
253832_at	ZDHHC20	Hs.564611; Hs.693749
253868_at	C20orf200	Hs.337024
2539_at	G6PD	Hs.461047; Hs.684904
253943_at	YTHDF3	Hs.491861
253959_at	GARNL1	Hs.113150
253970_at	SFTA3	Hs.509165
253980_at	KCTD13	Hs.534590
253982_at	ASPHD1	Hs.655761
254013_at	C12orf72	Hs.585084
254048_at	UBN2	Hs.153458; Hs.511486; Hs.624688
254050_at	LRRC43	Hs.374856
254065_at	BRWD3	Hs.170667
254102_at	EHBP1L1	Hs.502867
254122_at	SNX32	Hs.591950
254158_at	CXorf58	Hs.351265
254170_at	FBXO33	Hs.324342
254173_at	TTLL10	Hs.454835
254187_at	TSGA10IP	Hs.350671
2542_at	SLC37A4	Hs.719203
254225_at	RNF169	Hs.370145; Hs.718505
254228_at	FAM26E	Hs.660142
254263_at	CNIH2	Hs.437072
254268_at	C1orf62	Hs.372658
254295_at	PHYHD1	Hs.709447
2543_at	GAGE1	Hs.632815
254312_at	LOC254312	Hs.498620
254359_at	ZDHHC24	Hs.659933
254394_at	MCM9	Hs.279008; Hs.486315
254427_at	C10orf47	Hs.435775
254428_at	SLC41A1	Hs.20274
254439_at	C11orf86	Hs.232604
254528_at	C16orf73	Hs.662737
254531_at	LPCAT4	Hs.352614
254773_at	LYG2	Hs.436468
254778_at	C8orf46	Hs.268869
2548_at	GAA	Hs.1437
254827_at	NAALADL2	Hs.565848; Hs.603646; Hs.660010
254863_at	C17orf61	Hs.534591
254887_at	ZDHHC23	Hs.21902
2549_at	GAB1	Hs.618456; Hs.80720
254956_at	MORN5	Hs.71428
2550_at	GABBR1	Hs.167017
255022_at	CALHM1	Hs.680365
255027_at	MPV17L	Hs.401798
255043_at	TMEM86B	Hs.135215
255057_at	C19orf26	Hs.346575
255061_at	TAC4	Hs.434138; Hs.652130
2551_at	GABPA	Hs.246310; Hs.473470
255101_at	CCDC108	Hs.147762
255104_at	TMCO4	Hs.656313
255119_at	C4orf22	Hs.527104
255130_at	LOC255130	Hs.709685
255189_at	PLA2G4F	Hs.231873
255193_at	C19orf34	Hs.374717
255231_at	MCOLN2	Hs.591446
255252_at	LRRC57	Hs.234681
255275_at	MYADML2	Hs.163451
2553_at	GABPB1	Hs.654350
255330_at	C3orf46	Hs.145435
255352_at	C10orf93	Hs.375837
255374_at	MBLAC1	Hs.632319
255394_at	TCP11L2	Hs.696047
2554_at	GABRA1	Hs.175934
255403_at	ZNF718	Hs.428579; Hs.636638
255411_at	LOC255411	Hs.404103
255426_at	RASGEF1C	Hs.190559
255488_at	RNF144B	Hs.148741
2555_at	GABRA2	Hs.116250
255520_at	ELMOD2	Hs.450105
2556_at	GABRA3	Hs.123024
255626_at	HIST1H2BA	Hs.591786
255631_at	COL24A1	Hs.659516
2557_at	GABRA4	Hs.248112
255738_at	PCSK9	Hs.18844
255743_at	NPNT	Hs.518921
255758_at	TCTEX1D2	Hs.135997
255762_at	C16orf65	Hs.98244
255783_at	LOC255783	Hs.128690
255798_at	C3orf43	Hs.631933
2558_at	GABRA5	Hs.612087
255877_at	BCL6B	Hs.22575
2559_at	GABRA6	Hs.90791
255919_at	TMEM188	Hs.59134
255926_at	ADAM5P	Hs.369765
255928_at	SYT14	Hs.658866
255967_at	PAN3	Hs.645015
2560_at	GABRB1	Hs.27283
256006_at	ANKRD31	Hs.711809
256051_at	ZNF549	Hs.564295
256076_at	COL29A1	Hs.205403
2561_at	GABRB2	Hs.303527
256126_at	SYCE2	Hs.655173
256130_at	TMEM196	Hs.487670
256158_at	HMCN2	Hs.32194; Hs.512559
2562_at	GABRB3	Hs.302352; Hs.657298
256223_at	CDRT15L2	Hs.131916
256236_at	NAPSB	Hs.636624
256281_at	NUDT14	Hs.526432
2563_at	GABRD	Hs.113882
256302_at	C17orf103	Hs.654713
256309_at	CCDC110	Hs.41101
256329_at	C11orf35	Hs.669395
256356_at	GK5	Hs.135904; Hs.706584
256364_at	EML3	Hs.379785
256369_at	C14orf48	Hs.143845
256380_at	SCML4	Hs.486109
2564_at	GABRE	Hs.22785
256435_at	ST6GALNAC3	Hs.337040; Hs.677241; Hs.679096
256471_at	MFSD8	Hs.480701
256472_at	TMEM151A	Hs.399779
2565_at	GABRG1	Hs.375051
256536_at	TCERG1L	Hs.126575
256586_at	LYSMD2	Hs.631693
2566_at	GABRG2	Hs.7195
256643_at	CXorf23	Hs.28896
256646_at	C15orf55	Hs.525769
256691_at	MAMDC2	Hs.547172
2567_at	GABRG3	Hs.569475; Hs.592027
256710_at	GLIPR1L1	Hs.567788
256714_at	MAP7D2	Hs.127951
256764_at	WDR72	Hs.122125
2568_at	GABRP	Hs.26225
256815_at	C10orf67	Hs.522360
2569_at	GABRR1	Hs.99927
256933_at	NPB	Hs.585089; Hs.708916
256949_at	KANK3	Hs.322473
256957_at	C17orf66	Hs.514820
256979_at	SUNC1	Hs.406741
257_at	ALX3	Hs.669953
2570_at	GABRR2	Hs.99927
257000_at	PLAC2	Hs.515575
257019_at	FRMD3	Hs.709357
257044_at	C1orf101	Hs.459534
257062_at	TMEM146	Hs.631842
257068_at	PLCXD2	Hs.655022
2571_at	GAD1	Hs.420036
257101_at	ZNF683	Hs.353208
257103_at	C21orf86	Hs.710382
257106_at	ARHGAP30	Hs.389374
257144_at	GCET2	Hs.49614
257160_at	RNF214	Hs.591934
257169_at	C9orf43	Hs.632691
257177_at	C1orf192	Hs.534593
257194_at	NEGR1	Hs.146542
2572_at	GAD2	Hs.231829
257203_at	DSCR9	Hs.505159
257218_at	SHPRH	Hs.124537
257236_at	CCDC96	Hs.656757
257240_at	KLHL34	Hs.448572
257313_at	UTS2D	Hs.518492
257357_at	C21orf87	Hs.190548
257364_at	SNX33	Hs.8705
257397_at	MAP3K7IP3	Hs.188256
257407_at	C2orf72	Hs.526596; Hs.551993
25758_at	C11orf41	Hs.502266
25759_at	SHC2	Hs.30965
257629_at	ANKS4B	Hs.115959
25763_at	CXorf27	Hs.122959
25764_at	C15orf63	Hs.631692
25766_at	PRPF40B	Hs.706827
25769_at	SLC24A2	Hs.283014
25770_at	C22orf31	Hs.50891
25771_at	TBC1D22A	Hs.435044
25775_at	C22orf24	Hs.627602
25776_at	CBY1	Hs.334911; Hs.596584
25777_at	UNC84B	Hs.517622
25778_at	DSTYK	Hs.6874
25780_at	RASGRP3	Hs.143674
25782_at	RAB3GAP2	Hs.654849; Hs.708165
25788_at	RAD54B	Hs.30561; Hs.710768
25789_at	TMEM59L	Hs.329850
25790_at	CCDC19	Hs.647705
25791_at	NGEF	Hs.97316
25792_at	CIZ1	Hs.212395
25793_at	FBXO7	Hs.5912
25794_at	FSCN2	Hs.118555
25796_at	PGLS	Hs.466165
25797_at	QPCT	Hs.79033
25798_at	BRI3	Hs.567438
25799_at	ZNF324	Hs.515660
258_at	AMBN	Hs.272396
2580_at	GAK	Hs.369607
25800_at	SLC39A6	Hs.719277
25801_at	GCA	Hs.377894
258010_at	SVIP	Hs.349096
25802_at	LMOD1	Hs.519075
25803_at	SPDEF	Hs.485158
25804_at	LSM4	Hs.515255
25805_at	BAMBI	Hs.533336
25806_at	VAX2	Hs.249170
25807_at	RHBDD3	Hs.106730
25809_at	TTLL1	Hs.660298; Hs.706553
2581_at	GALC	Hs.513439
25813_at	SAMM50	Hs.505824
25814_at	ATXN10	Hs.475125
25816_at	TNFAIP8	Hs.656274
25817_at	FAM19A5	Hs.436854; Hs.632788
25818_at	KLK5	Hs.50915
25819_at	CCRN4L	Hs.639842; Hs.656047
2582_at	GALE	Hs.632380
25820_at	ARIH1	Hs.268787
25821_at	MTO1	Hs.347614
25822_at	DNAJB5	Hs.237506
25823_at	TPSG1	Hs.592076
25824_at	PRDX5	Hs.502823
25825_at	BACE2	Hs.529408
25827_at	FBXL2	Hs.475872
25828_at	TXN2	Hs.211929
25829_at	TMEM184B	Hs.716419
2583_at	B4GALNT1	Hs.591019
25830_at	SULT4A1	Hs.189810
25831_at	HECTD1	Hs.708017
25833_at	POU2F3	Hs.227115
25834_at	MGAT4C	Hs.589093; Hs.715447
25836_at	NIPBL	Hs.481927
25837_at	RAB26	Hs.3797
25839_at	COG4	Hs.208680
2584_at	GALK1	Hs.407966
25840_at	METTL7A	Hs.711113; Hs.716437
25841_at	ABTB2	Hs.23361
25842_at	ASF1A	Hs.292316
25843_at	MOBKL3	Hs.645458
25844_at	YIPF3	Hs.440950
25847_at	ANAPC13	Hs.106909
25849_at	DKFZP564O0823	Hs.105460; Hs.623905
2585_at	GALK2	Hs.122006; Hs.712959
25850_at	ZNF345	Hs.362324
25851_at	TECPR1	Hs.632303
25852_at	ARMC8	Hs.719108
25853_at	DCAF12	Hs.493750; Hs.716472
25854_at	FAM149A	Hs.357025
25855_at	BRMS1	Hs.100426
25858_at	C11orf20	Hs.97174
25859_at	PART1	Hs.661347
25861_at	DFNB31	Hs.93836
25862_at	USP49	Hs.665742
25864_at	ABHD14A	Hs.534400
25865_at	PRKD2	Hs.466987
2587_at	GALR1	Hs.272191
25870_at	SUMF2	Hs.279696
25871_at	C3orf17	Hs.591288
25873_at	RPL36	Hs.408018
25874_at	BRP44	Hs.517768
25875_at	LETMD1	Hs.655272
25876_at	SPEF1	Hs.72620
25878_at	MXRA5	Hs.369422
25879_at	DCAF13	Hs.532265
2588_at	GALNS	Hs.271383
25880_at	TMEM186	Hs.513330
25884_at	CHRDL2	Hs.432379
25885_at	POLR1A	Hs.531818
25886_at	WDR51A	Hs.476306
25888_at	ZNF473	Hs.440553
2589_at	GALNT1	Hs.514806
25890_at	ABI3BP	Hs.477015
25891_at	PAMR1	Hs.55044
25893_at	TRIM58	Hs.323858
25894_at	PLEKHG4	Hs.188781
25895_at	FAM119B	Hs.632720
25896_at	INTS7	Hs.369285
25897_at	RNF19A	Hs.292882
25898_at	RCHY1	Hs.48297
259_at	AMBP	Hs.436911
2590_at	GALNT2	Hs.716384
25900_at	IFFO1	Hs.15243
25901_at	CCDC28A	Hs.412019
25902_at	MTHFD1L	Hs.591343
25903_at	OLFML2B	Hs.507515
25904_at	CNOT10	Hs.444851
25906_at	C11orf51	Hs.38044
25907_at	TMEM158	Hs.716411
25909_at	AHCTF1	Hs.300887
2591_at	GALNT3	Hs.170986
25911_at	RP11-529I10.4	Hs.658128
25912_at	C1orf43	Hs.287471
25913_at	POT1	Hs.31968
25914_at	RTTN	Hs.654809
25915_at	NDUFAF3	Hs.31387
25917_at	THUMPD3	Hs.443081
259173_at	ALS2CL	Hs.517937
259197_at	NCR3	Hs.509513
2592_at	GALT	Hs.522090
25920_at	COBRA1	Hs.655043
25921_at	ZDHHC5	Hs.27239
259215_at	LY6G6F	Hs.591794
259217_at	HSPA12A	Hs.654682
25923_at	ATL3	Hs.356719
259230_at	SGMS1	Hs.654698
259232_at	NALCN	Hs.525146
259234_at	DSCR10	Hs.147695
259236_at	TMIE	Hs.185777
259239_at	WFDC11	Hs.374924
25924_at	MYRIP	Hs.594535
259240_at	WFDC9	Hs.249828
259249_at	MRGPRX1	Hs.711459
25925_at	ZNF521	Hs.116935
25926_at	NOL11	Hs.463936
259266_at	ASPM	Hs.121028
25927_at	CNRIP1	Hs.212885
25928_at	SOSTDC1	Hs.648106
259282_at	BOD1L	Hs.718459
259285_at	TAS2R39	Hs.553660
259286_at	TAS2R40	Hs.352241
259287_at	TAS2R41	Hs.650648
25929_at	GEMIN5	Hs.483921
259296_at	TAS2R50	Hs.688194
2593_at	GAMT	Hs.81131
25930_at	PTPN23	Hs.25524
259307_at	IL4I1	Hs.574492
259308_at	C9orf144B	Hs.522093
25932_at	CLIC4	Hs.440544; Hs.595507
25934_at	NIPSNAP3A	Hs.530275
25936_at	NSL1	Hs.497692
25937_at	WWTR1	Hs.719249
25939_at	SAMHD1	Hs.580681
25940_at	FAM98A	Hs.468140
25941_at	C18orf10	Hs.695999
25942_at	SIN3A	Hs.513039
25943_at	C20orf194	Hs.516853
25946_at	ZNF385A	Hs.505653
25948_at	KBTBD2	Hs.372541
25949_at	SYF2	Hs.20013
2595_at	GANC	Hs.143261
25950_at	RWDD3	Hs.709591
25953_at	PNKD	Hs.98475
25956_at	SEC31B	Hs.18889
25957_at	SFRS18	Hs.520287
25959_at	KANK2	Hs.284208; Hs.719195
2596_at	GAP43	Hs.134974
25960_at	GPR124	Hs.274136
25961_at	NUDT13	Hs.533657
25962_at	KIAA1429	Hs.202238
25963_at	TMEM87A	Hs.511138; Hs.719196
25966_at	C2CD2	Hs.473894; Hs.675058
2597_at	GAPDH	Hs.544577; Hs.592355; Hs.598320
25970_at	SH2B1	Hs.15744
25972_at	UNC50	Hs.13370
25973_at	PARS2	Hs.380169
25974_at	MMACHC	Hs.13024
25975_at	EGFL6	Hs.12844
25976_at	TIPARP	Hs.719169
25977_at	NECAP1	Hs.555927
25978_at	CHMP2B	Hs.476930
25979_at	DHRS7B	Hs.386989
25980_at	C20orf4	Hs.11314
25981_at	DNAH1	Hs.655469
25983_at	NGDN	Hs.9043
25984_at	KRT23	Hs.9029
25987_at	TSKU	Hs.8361
25988_at	HINFP	Hs.504091
25989_at	ULK3	Hs.513034
25992_at	SNED1	Hs.471834
25994_at	HIGD1A	Hs.593134; Hs.719119; Hs.7917
25996_at	REXO2	Hs.677190; Hs.7527
25998_at	IBTK	Hs.306425
25999_at	CLIP3	Hs.466539
26_at	ABP1	Hs.647097
26000_at	TBC1D10B	Hs.632182
26001_at	RNF167	Hs.7158
26002_at	MOXD1	Hs.6909
26003_at	GORASP2	Hs.431317
26005_at	C2CD3	Hs.557938; Hs.694798
26007_at	DAK	Hs.6278
26009_at	ZZZ3	Hs.480506
26010_at	SPATS2L	Hs.120323
26011_at	ODZ4	Hs.213087; Hs.689053
26012_at	NELF	Hs.455336
26013_at	L3MBTL	Hs.709356
26015_at	RPAP1	Hs.371045
26017_at	FAM32A	Hs.631614
26018_at	LRIG1	Hs.518055
26019_at	UPF2	Hs.370689; Hs.610110
26020_at	LRP10	Hs.525232
26022_at	TMEM98	Hs.3447
26024_at	PTCD1	Hs.632313
26027_at	ACOT11	Hs.709710
260293_at	CYP4X1	Hs.439760
26030_at	PLEKHG3	Hs.509637
26031_at	OSBPL3	Hs.520259
26032_at	SUSD5	Hs.196647
26033_at	ATRNL1	Hs.501127
26034_at	IPCEF1	Hs.146100
26035_at	GLCE	Hs.183006
26036_at	ZNF451	Hs.485628; Hs.705485
26037_at	SIPA1L1	Hs.654657
26038_at	CHD5	Hs.522898
26039_at	SS18L1	Hs.154429
26040_at	SETBP1	Hs.435458
260425_at	MAGI3	Hs.486189
260429_at	PRSS33	Hs.280658
26043_at	UBXN7	Hs.518524
260434_at	PYDC1	Hs.58314
260436_at	C4orf7	Hs.320147
26045_at	LRRTM2	Hs.656653
26046_at	RNF160	Hs.288773
26047_at	CNTNAP2	Hs.655684
26048_at	ZNF500	Hs.513316
26049_at	FAM169A	Hs.91662
26050_at	SLITRK5	Hs.591208
26051_at	PPP1R16B	Hs.45719
26052_at	DNM3	Hs.654775
26053_at	AUTS2	Hs.654801; Hs.712991
26054_at	SENP6	Hs.485784
26056_at	RAB11FIP5	Hs.24557
26057_at	ANKRD17	Hs.644997; Hs.719092
26058_at	GIGYF2	Hs.565319
26059_at	ERC2	Hs.476389
26060_at	APPL1	Hs.476415
26061_at	HACL1	Hs.63290
26062_at	HYALP1	Hs.381305
26063_at	DECR2	Hs.628831
26064_at	RAI14	Hs.431400
26065_at	LSM14A	Hs.718430
26071_at	FAM127B	Hs.460924; Hs.719352
26073_at	POLDIP2	Hs.241543
26074_at	C20orf26	Hs.176013
26083_at	TBC1D29	Hs.241421
26084_at	SGEF	Hs.240845
26085_at	KLK13	Hs.165296
26088_at	GGA1	Hs.499158
26090_at	ABHD12	Hs.441550
26091_at	HERC4	Hs.51891
26092_at	TOR1AIP1	Hs.496459
26093_at	CCDC9	Hs.227782
26094_at	DCAF4	Hs.331491
26097_at	C1orf77	Hs.716398
26098_at	C10orf137	Hs.468688
26099_at	C1orf144	Hs.252967
26100_at	WIPI2	Hs.122363
26103_at	LRIT1	Hs.226000
26112_at	CCDC69	Hs.655336
26115_at	TANC2	Hs.410889
26118_at	WSB1	Hs.446017
26119_at	LDLRAP1	Hs.590911
26121_at	PRPF31	Hs.515598
26122_at	EPC2	Hs.23270
26123_at	TCTN3	Hs.438991
26127_at	FGFR1OP2	Hs.591162
26128_at	KIAA1279	Hs.279580
26130_at	GAPVD1	Hs.495134
26133_at	TRPC4AP	Hs.168073
26135_at	SERBP1	Hs.719078
26136_at	TES	Hs.592286; Hs.664957
26137_at	ZBTB20	Hs.655108
26140_at	TTLL3	Hs.709359
26145_at	IRF2BP1	Hs.515477
26146_at	TRAF3IP1	Hs.631898
26147_at	PHF19	Hs.460124
26148_at	C10orf12	Hs.14555; Hs.427927
2615_at	LRRC32	Hs.151641
26150_at	RIBC2	Hs.475110
26151_at	NAT9	Hs.144058
26152_at	ZNF337	Hs.633621; Hs.661684
26153_at	KIF26A	Hs.134970
26154_at	ABCA12	Hs.134585
26155_at	NOC2L	Hs.405987
26156_at	RSL1D1	Hs.401842
26157_at	GIMAP2	Hs.647071
26160_at	IFT172	Hs.127401
26164_at	GTPBP5	Hs.340636
26166_at	RGS22	Hs.120021
26167_at	PCDHB5	Hs.119693
26168_at	SENP3	Hs.513926
2617_at	GARS	Hs.404321
261726_at	TIPRL	Hs.209431
261729_at	STEAP2	Hs.489051
26173_at	INTS1	Hs.532188
261734_at	NPHP4	Hs.462348
26175_at	C14orf109	Hs.275352; Hs.648806
2618_at	GART	Hs.473648
26184_at	OR1F2P	Hs.651203
26188_at	OR1C1	Hs.381306
26189_at	OR1A2	Hs.532660
2619_at	GAS1	Hs.65029
26190_at	FBXW2	Hs.494985
26191_at	PTPN22	Hs.535276; Hs.719840
262_at	AMD1	Hs.159118
2620_at	GAS2	Hs.632151
26205_at	GMEB2	Hs.473286
26206_at	SPAG8	Hs.256747
26207_at	PITPNC1	Hs.591185; Hs.696160
2621_at	GAS6	Hs.646346
26211_at	OR2F1	Hs.553595
26212_at	OR2B6	Hs.532145
26219_at	OR1J4	Hs.632679
2622_at	GAS8	Hs.431792
26220_at	DGCR5	Hs.646438
26223_at	FBXL21	Hs.591275
26224_at	FBXL3	Hs.508284; Hs.719413
26225_at	ARL5A	Hs.470233
26227_at	PHGDH	Hs.487296
26228_at	STAP1	Hs.435579
26229_at	B3GAT3	Hs.502759
2623_at	GATA1	Hs.765
26230_at	TIAM2	Hs.586279
26231_at	LRRC29	Hs.461000
26232_at	FBXO2	Hs.132753; Hs.556006
26233_at	FBXL6	Hs.12271
26234_at	FBXL5	Hs.643433
26235_at	FBXL4	Hs.536850
26239_at	LCE2B	Hs.234766
2624_at	GATA2	Hs.367725
26240_at	FAM50B	Hs.140944
26245_at	OR2M4	Hs.381309
26246_at	OR2L2	Hs.684888
26247_at	OR2L1P	Hs.684887
26248_at	OR2K2	Hs.381312
26249_at	KLHL3	Hs.655084
2625_at	GATA3	Hs.524134
26251_at	KCNG2	Hs.247905
26253_at	CLEC4E	Hs.236516
26254_at	OPTC	Hs.632468
26255_at	PTTG3P	Hs.647156
26256_at	CABYR	Hs.511983
26257_at	NKX2-8	Hs.234763
26258_at	PLDN	Hs.719102
2626_at	GATA4	Hs.243987
26260_at	FBXO25	Hs.438454
26261_at	FBXO24	Hs.283764
26262_at	TSPAN17	Hs.532129
26263_at	FBXO22	Hs.591115
26266_at	SLC13A4	Hs.200022; Hs.490241
26267_at	FBXO10	Hs.709527
26268_at	FBXO9	Hs.216653
26269_at	FBXO8	Hs.76917
2627_at	GATA6	Hs.514746
26270_at	FBXO6	Hs.464419
26271_at	FBXO5	Hs.520506
26272_at	FBXO4	Hs.165575
26273_at	FBXO3	Hs.406787
26275_at	HIBCH	Hs.656685
26276_at	VPS33B	Hs.718508
26277_at	TINF2	Hs.496191
26278_at	SACS	Hs.159492
26279_at	PLA2G2D	Hs.189507
2628_at	GATM	Hs.75335
26280_at	IL1RAPL2	Hs.675519
26281_at	FGF20	Hs.199905
26284_at	ERAL1	Hs.3426
26285_at	CLDN17	Hs.258589
26286_at	ARFGAP3	Hs.162877
26287_at	ANKRD2	Hs.73708
26289_at	AK5	Hs.559718
26290_at	GALNT8	Hs.511985
26291_at	FGF21	Hs.283015
26292_at	MYCBP	Hs.591506
26297_at	SERGEF	Hs.32470
26298_at	EHF	Hs.653859
26301_at	GBGT1	Hs.495419
2631_at	GBAS	Hs.591069
2632_at	GBE1	Hs.436062
2633_at	GBP1	Hs.62661
26330_at	GAPDHS	Hs.248017
26333_at	OR7A17	Hs.247717
26338_at	OR5L2	Hs.528356
26339_at	OR5K1	Hs.621533
2634_at	GBP2	Hs.386567
2635_at	GBP3	Hs.62661
26353_at	HSPB8	Hs.400095
26354_at	GNL3	Hs.313544
26355_at	FAM162A	Hs.584881
2637_at	GBX2	Hs.184945
2638_at	GC	Hs.418497
2639_at	GCDH	Hs.532699
2641_at	GCG	Hs.516494
2643_at	GCH1	Hs.86724
2644_at	GCHFR	Hs.631717
2645_at	GCK	Hs.1270
2646_at	GCKR	Hs.89771
26468_at	LHX6	Hs.103137
26469_at	PTPN18	Hs.516390; Hs.591549
2647_at	BLOC1S1	Hs.94672
26470_at	SEZ6L2	Hs.6314
26471_at	NUPR1	Hs.513463
26476_at	OR10J1	Hs.532661
2648_at	KAT2A	Hs.463045
2649_at	NR6A1	Hs.586460
26492_at	OR8G2	Hs.381319
26493_at	OR8B8	Hs.351822
26494_at	OR8G1	Hs.448172
26496_at	OR10A3	Hs.381322
26499_at	PLEK2	Hs.170473
265_at	AMELX	Hs.654436
2650_at	GCNT1	Hs.521568
26502_at	NARF	Hs.256526; Hs.600304
26503_at	SLC17A5	Hs.597422
26504_at	CNNM4	Hs.175043
26505_at	CNNM3	Hs.711617
26507_at	CNNM1	Hs.274579
26508_at	HEYL	Hs.472566
26509_at	MYOF	Hs.602086
2651_at	GCNT2	Hs.519884
26511_at	CHIC2	Hs.335393
26512_at	INTS6	Hs.439440
26515_at	FXC1	Hs.377188
26517_at	TIMM13	Hs.75056
26519_at	TIMM10	Hs.235750
26520_at	TIMM9	Hs.440525
26521_at	TIMM8B	Hs.279915
26523_at	EIF2C1	Hs.22867
26524_at	LATS2	Hs.78960
26525_at	IL1F5	Hs.516301
26526_at	TSPAN16	Hs.579784
26528_at	DAZAP1	Hs.222510
26529_at	OR12D2	Hs.247862
26531_at	OR11A1	Hs.676010
26532_at	OR10H3	Hs.553524
26538_at	OR10H2	Hs.247694
26539_at	OR10H1	Hs.533925
26548_at	ITGB1BP2	Hs.109999
