ID	GSM597452	GSM597453	GSM597454	GSM597469	GSM597470	
Label	P	P	P	NP	NP	
51230_at	168.5	189.9	166.9	137.9	154.9	
51231_at	374.8	436.0	315.1	312.8	437.9	
51232_at	2624.0	2259.7	2745.3	2948.4	2751.5	
51233_at	50.8	76.6	67.4	67.0	24.1	
51234_at	1845.4	1790.5	1807.9	1678.9	1757.6	
51237_at	41.3	37.2	42.0	38.4	47.9	
51239_at	112.4	126.2	99.1	112.0	101.5	
51241_at	1321.5	962.8	1231.4	1279.9	1318.2	
51244_at	226.5	226.2	239.9	171.3	168.2	
51246_at	5816.8	5808.4	4788.9	5468.8	5589.8	
51247_at	1929.5	1893.8	1678.1	1766.0	1801.4	
51248_at	1193.8	1376.1	1253.2	1307.7	1233.4	
51249_at	645.8	581.1	751.5	740.5	790.0	
51250_at	935.3	1020.2	551.6	846.0	1078.5	
51251_at	673.8	552.3	411.9	613.5	537.0	
51252_at	170.3	308.0	217.3	171.3	183.0	
51253_at	823.8	704.4	658.2	757.8	752.7	
51255_at	4289.1	3662.6	3309.9	3385.8	3722.3	
51256_at	370.1	319.4	262.9	340.2	363.7	
51257_at	2981.2	1567.4	1529.0	2071.8	2044.3	
51258_at	562.3	699.1	697.9	693.4	678.5	
51259_at	797.4	663.8	521.3	637.8	714.3	
5125_at	525.2	401.0	336.0	790.2	443.2	
51260_at	621.3	531.8	469.0	528.3	469.6	
51263_at	57.1	70.5	48.5	52.7	53.4	
51264_at	2116.9	2164.4	1877.4	1730.1	1868.5	
51265_at	212.1	278.3	376.0	221.2	241.5	
51266_at	21.8	32.3	25.0	58.9	42.8	
51267_at	784.6	739.9	662.4	710.9	541.7	
51268_at	43.0	85.9	66.2	73.6	46.1	
5126_at	346.9	204.9	618.9	491.6	298.2	
51270_at	4.8	5.8	5.5	6.1	5.1	
51271_at	2744.4	2978.0	2928.7	2505.8	2580.1	
51272_at	409.7	406.5	320.5	313.7	335.6	
51274_at	322.3	249.6	261.0	269.3	261.1	
51276_at	96.2	82.3	115.8	48.7	146.8	
51277_at	189.0	215.6	197.1	164.4	135.9	
51278_at	1277.7	1104.9	889.4	795.3	784.7	
51279_at	170.4	157.7	150.9	156.6	118.3	
5127_at	488.9	524.5	435.0	612.4	570.0	
51280_at	1284.6	1226.4	919.1	968.0	900.8	
51281_at	31.9	49.9	37.5	37.5	80.2	
51282_at	167.6	143.1	169.7	166.4	150.2	
51283_at	358.9	429.0	312.9	351.5	396.4	
51284_at	330.4	246.1	150.2	97.2	81.1	
51285_at	1077.0	836.8	965.1	612.2	911.0	
51286_at	54.3	64.1	64.5	56.6	66.9	
51287_at	1279.8	1224.8	1113.6	1049.3	1238.4	
51289_at	4.6	4.7	5.1	4.5	4.7	
5128_at	154.2	105.6	139.0	147.6	162.4	
51290_at	1097.0	1203.2	1180.1	1137.0	1180.7	
51291_at	48.6	43.2	37.5	37.2	42.9	
51292_at	705.3	808.8	648.4	718.1	687.4	
51293_at	502.7	468.9	431.1	451.6	500.7	
51294_at	353.9	370.9	253.8	299.6	496.5	
51295_at	412.2	534.3	451.2	407.8	397.9	
51296_at	770.7	588.2	434.7	516.9	399.0	
51297_at	4.6	5.7	5.1	6.2	5.9	
51298_at	5.4	8.5	8.8	5.4	6.6	
51299_at	3195.0	3295.1	2869.7	2570.5	3481.8	
5129_at	83.4	77.9	80.3	72.8	62.4	
51300_at	1343.9	1474.0	1553.3	1537.9	1686.6	
51301_at	10.0	9.5	13.1	13.3	12.7	
51302_at	95.4	89.9	130.8	72.8	104.6	
51303_at	756.4	574.0	567.5	607.9	629.9	
51304_at	560.7	585.4	491.8	646.7	623.0	
51305_at	6.0	6.0	5.4	5.4	6.4	
51306_at	928.0	1030.5	1251.6	815.4	1100.2	
51307_at	478.1	565.7	452.3	449.1	440.3	
51308_at	57.8	91.7	52.9	114.1	91.9	
51309_at	2572.1	2293.9	3270.6	2442.0	2563.6	
5130_at	53.5	48.4	51.6	71.4	60.9	
51310_at	637.0	759.9	689.0	380.4	564.7	
51311_at	38.4	29.4	21.5	34.3	17.9	
51312_at	449.5	703.8	581.1	507.9	723.5	
51313_at	131.7	134.1	111.2	121.3	137.0	
51314_at	40.9	50.4	161.0	21.4	57.5	
51315_at	555.9	630.5	609.3	512.2	690.0	
51316_at	144.4	76.8	112.2	71.3	94.8	
51317_at	216.8	216.2	215.4	216.2	204.7	
51318_at	767.8	701.6	585.8	465.7	459.0	
51319_at	233.6	186.4	205.9	255.5	226.6	
51320_at	104.8	96.1	110.3	95.4	99.2	
51321_at	988.3	1197.6	914.2	997.5	977.5	
51322_at	1876.8	2016.0	1728.8	1636.1	1707.4	
51324_at	1069.7	785.3	878.4	1083.0	808.7	
51327_at	30.8	77.3	53.2	30.7	61.8	
51329_at	3159.7	3300.4	2858.6	2520.1	2885.7	
5132_at	4.7	5.0	4.3	4.9	5.0	
51330_at	177.2	149.0	122.1	172.3	136.9	
51332_at	336.8	569.9	854.8	330.2	518.0	
51333_at	18.5	20.3	22.7	22.0	22.7	
51334_at	20.2	20.8	31.1	46.2	20.4	
51335_at	3306.5	3312.0	2162.9	2804.8	2792.1	
51337_at	46.8	36.4	46.5	64.1	53.9	
51338_at	116.7	137.5	48.7	213.7	53.2	
51339_at	2894.8	2807.8	2808.4	1786.8	1820.6	
5133_at	29.3	31.4	34.9	28.1	31.6	
51340_at	281.3	332.5	327.3	234.9	239.1	
51341_at	132.7	133.4	117.3	124.9	130.2	
51343_at	74.8	66.9	71.1	70.5	76.4	
51347_at	581.4	661.8	558.1	574.3	552.9	
51348_at	141.0	56.4	167.2	76.1	104.4	
5134_at	480.0	628.0	492.2	567.4	517.2	
51350_at	7.8	10.1	8.6	8.4	8.0	
51351_at	138.0	147.1	221.1	453.6	388.8	
51352_at	5.6	5.9	6.1	18.9	6.4	
51360_at	28.8	25.8	13.8	22.6	22.7	
51361_at	10.6	8.3	10.4	9.5	9.5	
51362_at	205.9	131.1	140.9	208.9	148.2	
51363_at	954.7	813.5	631.0	554.7	809.4	
51364_at	19.5	23.7	26.7	21.6	21.4	
51365_at	479.4	125.5	88.3	445.0	194.9	
51366_at	1091.4	1074.7	1366.5	1219.3	1252.2	
51367_at	1199.7	1554.3	1220.6	1387.0	1438.3	
51368_at	317.2	322.2	397.6	359.3	355.3	
5136_at	1107.7	1520.1	1510.2	1091.2	785.0	
51371_at	958.4	910.9	1027.7	1113.8	1183.8	
51373_at	233.2	255.4	175.2	196.6	193.0	
51374_at	2970.8	3082.8	2859.0	2633.8	2691.6	
51375_at	1206.6	1182.8	1257.8	975.2	1005.5	
51377_at	165.2	130.0	127.6	140.2	156.6	
51378_at	11.6	10.6	16.9	16.9	18.2	
51379_at	412.0	273.9	369.7	367.7	388.0	
5137_at	17.1	20.4	24.0	16.2	20.6	
51380_at	226.4	276.1	590.1	624.8	610.0	
51382_at	1483.4	1782.9	1215.4	1846.6	1727.3	
51384_at	20.9	16.1	20.8	19.6	20.5	
51385_at	176.1	235.2	225.0	185.2	150.9	
51386_at	4091.5	4386.4	3642.0	3934.8	4019.9	
51388_at	425.2	281.9	303.4	333.7	331.6	
51389_at	2852.7	2849.0	2845.7	2604.5	2847.9	
5138_at	685.9	555.8	324.3	413.6	651.1	
51390_at	1451.2	1477.6	1879.6	1904.2	1933.0	
51393_at	88.7	94.2	71.7	133.1	82.3	
51397_at	360.9	319.4	411.6	408.3	443.4	
51398_at	1921.0	2053.0	1626.7	1751.5	1772.0	
51399_at	2130.0	2683.7	1829.0	1763.9	1918.4	
5139_at	31.0	28.5	24.5	27.8	27.9	
513_at	982.3	957.7	756.3	977.7	944.6	
51400_at	752.3	759.5	751.8	695.2	748.3	
51406_at	2288.1	2520.6	1646.9	1572.5	1698.5	
51409_at	296.3	363.1	358.9	335.5	295.7	
5140_at	24.9	16.6	26.3	146.2	196.1	
51411_at	168.8	179.5	153.2	156.2	148.4	
51412_at	17.3	17.0	17.5	16.1	19.7	
5141_at	48.1	40.3	29.6	55.8	47.8	
51421_at	1213.6	1286.4	1518.7	1806.0	1403.2	
51422_at	252.1	185.5	140.5	326.9	236.6	
51426_at	90.6	94.3	100.1	68.6	90.8	
51427_at	73.8	48.5	87.0	71.7	71.4	
51428_at	1082.4	1130.2	1202.5	1179.2	1112.6	
51429_at	1995.1	1921.6	1273.8	2011.9	1849.0	
5142_at	130.5	88.7	75.5	95.5	66.3	
51430_at	1040.8	1051.8	1307.1	1056.3	1144.4	
51433_at	1581.6	1803.4	1855.3	1737.5	1800.8	
51435_at	598.5	731.4	530.5	423.4	453.7	
51438_at	4.0	5.1	4.9	5.6	4.7	
51439_at	1478.6	1439.8	1385.6	1335.7	1323.8	
5143_at	34.0	23.4	40.9	23.6	38.9	
51440_at	5.1	5.0	5.9	5.7	6.9	
51441_at	484.6	462.0	404.2	373.4	433.5	
51442_at	10.6	11.4	9.8	14.3	11.1	
51444_at	551.6	359.4	673.3	485.4	514.5	
51447_at	365.9	441.7	599.4	347.8	354.5	
51449_at	206.1	243.0	116.2	224.5	208.6	
5144_at	29.8	28.0	28.1	29.0	26.6	
51450_at	298.5	343.8	265.1	318.1	247.9	
51451_at	1442.0	1698.3	1262.7	1239.6	1275.3	
51454_at	120.5	145.9	167.5	97.9	141.3	
51455_at	474.3	441.9	719.2	534.7	623.1	
51458_at	14.0	13.5	14.2	22.0	18.1	
5145_at	9.8	8.9	7.3	9.6	10.0	
51460_at	85.5	52.8	88.3	79.1	93.8	
51465_at	543.4	407.1	407.2	422.5	465.4	
51466_at	1437.5	1202.7	1459.4	1533.0	1443.7	
5146_at	4.0	4.4	4.4	4.9	4.0	
51471_at	20.8	18.5	25.5	16.8	24.2	
51473_at	6.4	5.3	11.4	6.4	5.9	
51474_at	1277.8	1178.0	1386.9	1956.8	1509.8	
51475_at	14.9	17.4	20.0	20.2	18.3	
51477_at	1850.7	2801.3	3032.6	1653.8	1251.9	
51479_at	190.4	179.6	167.2	168.7	164.5	
5147_at	528.5	448.3	438.4	531.1	561.6	
5148_at	34.2	35.0	32.7	35.3	34.0	
51490_at	401.7	445.2	459.6	467.4	409.7	
51491_at	347.0	345.4	302.3	288.9	400.2	
51493_at	1795.3	1810.3	1700.6	1829.6	1804.0	
51495_at	425.3	400.7	276.7	259.8	299.3	
51496_at	242.0	201.0	222.6	192.6	202.3	
51497_at	1297.9	1396.1	1604.4	1593.3	1374.9	
51499_at	3158.1	3208.3	2625.7	2804.2	2920.3	
5149_at	5.3	5.3	5.5	5.7	6.5	
514_at	10487.7	10749.6	9524.9	10172.2	10675.2	
51501_at	216.8	214.1	179.1	184.6	225.6	
51503_at	4127.8	4027.5	3360.4	3290.2	3399.2	
51504_at	3670.6	3423.4	3161.3	2848.8	3238.4	
51506_at	1605.7	1733.6	1279.7	1470.4	1453.3	
51507_at	1627.2	1764.5	1422.9	1400.2	1453.7	
5150_at	17.9	26.8	27.1	18.8	17.1	
51510_at	1073.6	960.3	1395.0	1100.1	1235.1	
51512_at	12.4	10.9	11.5	16.7	12.5	
51513_at	85.3	78.2	73.2	56.9	61.0	
51514_at	31.4	13.7	10.8	23.5	20.8	
51517_at	656.3	806.0	1008.6	915.2	851.9	
5151_at	186.3	199.0	265.8	227.2	238.1	
51520_at	738.3	745.2	672.8	635.7	638.6	
51522_at	2953.6	3085.8	2888.6	3004.5	3063.3	
51523_at	509.9	411.3	451.2	521.2	522.0	
51524_at	347.5	392.9	369.3	567.1	368.0	
51526_at	1160.1	1185.3	1068.8	1279.2	926.0	
51527_at	957.0	927.1	1176.2	976.5	1120.0	
51528_at	740.0	650.4	787.1	687.0	706.6	
51529_at	317.0	359.7	289.2	293.3	326.1	
5152_at	820.8	1043.1	759.4	536.1	846.0	
51530_at	602.9	669.0	719.8	566.8	595.9	
51531_at	372.9	360.6	306.8	341.4	302.8	
51533_at	283.3	304.4	450.3	287.6	243.3	
51534_at	750.7	861.9	797.6	719.2	724.7	
51535_at	133.2	130.9	188.0	140.8	159.1	
51537_at	92.0	78.2	55.1	123.8	86.3	
51538_at	665.7	605.4	724.9	510.5	654.3	
5153_at	37.8	37.9	42.2	64.0	57.6	
51540_at	285.2	386.0	337.8	334.2	319.8	
51542_at	416.5	486.9	518.9	531.1	498.8	
51545_at	805.0	755.8	708.5	732.0	702.5	
51547_at	162.7	173.1	164.7	166.7	198.4	
51548_at	204.1	213.2	220.4	187.9	197.1	
5154_at	138.8	112.9	100.3	80.1	129.7	
51550_at	276.0	288.2	185.4	253.6	241.1	
51552_at	238.1	225.1	226.2	204.5	202.7	
51555_at	57.6	82.0	94.9	35.0	45.8	
51557_at	3.6	4.1	4.4	5.3	4.1	
51559_at	185.8	188.6	151.1	166.8	151.2	
5155_at	135.0	135.8	124.6	159.8	149.7	
51560_at	203.4	178.7	184.3	222.9	172.9	
51561_at	23.7	27.3	28.7	37.3	32.5	
51562_at	598.0	521.9	791.0	684.1	595.7	
51564_at	551.9	657.9	440.4	616.7	539.5	
51566_at	1196.4	1184.6	1259.2	1269.8	1344.3	
51567_at	1439.6	1447.0	1586.2	1447.1	1656.2	
51569_at	983.0	921.4	939.9	1037.3	990.4	
5156_at	3203.7	3878.4	3917.3	3704.7	3087.2	
51571_at	378.8	266.4	314.7	431.0	442.3	
51573_at	972.8	1028.2	750.5	1062.7	1019.4	
51574_at	1102.4	884.5	831.0	920.8	1058.1	
51575_at	310.9	278.1	387.1	382.1	336.8	
5157_at	3333.5	3162.2	2024.1	2190.0	1541.7	
51582_at	871.0	805.6	742.8	884.2	906.0	
51585_at	1017.7	873.5	1233.5	1120.6	1235.6	
51586_at	294.7	300.6	314.5	347.1	303.7	
51588_at	26.5	25.5	28.7	18.9	27.1	
5158_at	8.8	6.9	10.0	7.8	7.9	
51592_at	526.7	466.4	679.8	541.4	599.1	
51593_at	882.3	1123.3	1185.6	1024.7	1166.4	
51594_at	110.7	156.5	135.6	130.4	139.5	
51596_at	3491.0	3748.2	3029.1	2925.7	3082.2	
51599_at	164.3	123.5	145.1	145.1	230.8	
5159_at	1933.0	1667.9	1281.5	2038.9	1706.9	
515_at	3821.9	3891.0	2920.8	3220.5	3139.7	
51601_at	426.8	459.4	420.5	346.9	253.6	
51602_at	1947.5	2173.6	2529.9	2117.0	2284.0	
51603_at	483.2	607.5	431.7	425.2	475.6	
51604_at	626.1	462.1	514.5	651.1	477.2	
51605_at	262.3	240.2	234.1	196.7	224.5	
51606_at	1393.5	1222.8	1076.6	1317.3	1084.1	
51608_at	280.6	286.1	334.3	314.3	325.3	
5160_at	2042.2	2387.0	1965.3	2469.8	2572.2	
51611_at	802.5	805.8	708.3	753.7	760.5	
51614_at	2139.9	2165.8	1438.6	1878.6	1835.0	
51616_at	43.3	42.5	41.4	40.1	42.6	
51617_at	4.2	4.8	5.1	4.1	4.1	
51619_at	255.3	306.2	173.3	272.5	301.6	
5161_at	20.2	20.2	20.2	19.5	21.0	
51621_at	80.7	87.0	66.3	74.8	73.3	
51626_at	211.4	213.2	330.3	295.9	272.7	
51629_at	394.2	548.3	416.8	441.2	538.7	
5162_at	1616.6	1751.8	1674.6	1619.3	1517.4	
51631_at	1311.4	1477.0	1669.4	1426.5	1483.0	
51633_at	462.0	356.8	706.7	484.6	563.7	
51634_at	833.7	655.7	781.7	708.1	764.6	
51635_at	2697.6	2839.9	2143.1	2168.4	2008.8	
51637_at	3227.8	3583.3	2716.7	3221.6	3412.5	
51639_at	3068.8	2757.9	2614.4	2668.2	2541.7	
5163_at	38.4	41.7	45.5	56.6	47.5	
51642_at	998.1	1207.7	980.3	834.4	897.8	
51643_at	3338.5	3281.3	3746.8	3781.7	3692.3	
51645_at	468.3	486.9	434.0	401.5	459.7	
51646_at	2878.0	2724.3	2654.5	2806.2	2856.2	
51647_at	791.1	616.2	953.4	612.1	729.7	
51649_at	2336.3	2093.7	1789.0	1856.5	1933.2	
5164_at	141.4	165.1	211.7	170.2	180.5	
51650_at	1097.0	1096.3	851.2	1140.6	1154.4	
51651_at	1205.4	1239.9	1098.0	1030.7	903.0	
51652_at	869.1	945.8	653.5	829.2	839.7	
51654_at	918.7	1100.3	1539.1	1179.1	1218.6	
51655_at	129.3	100.3	139.6	354.0	487.7	
51657_at	576.0	610.3	676.3	686.4	512.7	
51659_at	100.8	115.8	91.2	105.3	72.5	
5165_at	93.5	83.0	51.6	62.7	51.0	
51660_at	2279.3	2370.8	2588.6	2614.1	2795.8	
51661_at	270.8	272.6	273.9	278.0	253.5	
51663_at	159.8	162.8	149.3	135.3	138.1	
51665_at	854.2	1092.0	931.8	722.4	676.9	
51666_at	5.5	5.0	5.5	5.6	5.2	
51667_at	5580.4	5607.0	4663.2	4579.0	5972.7	
51668_at	1331.9	1524.0	1614.8	1179.7	1267.3	
51669_at	4292.9	4581.3	4328.6	4298.9	4286.6	
5166_at	1568.9	921.7	1154.3	1485.3	1531.4	
51673_at	1131.3	929.9	1039.4	721.5	731.0	
51676_at	27.8	26.0	32.2	26.5	36.6	
51678_at	68.6	72.5	73.4	63.1	42.6	
5167_at	196.1	167.5	250.1	519.8	411.0	
51684_at	53.4	57.0	60.9	52.1	58.2	
51686_at	116.3	94.1	79.7	113.8	100.9	
5168_at	1386.7	1677.5	1212.9	1714.4	1473.2	
51690_at	480.8	459.9	519.6	556.6	488.0	
51691_at	1091.1	979.0	799.9	932.9	934.6	
51692_at	1541.7	1639.5	1735.7	1552.7	1730.9	
51693_at	1860.6	1717.3	1484.6	1609.4	1596.0	
51696_at	2741.3	2595.7	2078.0	2619.6	2473.9	
51699_at	1494.3	1347.1	1610.7	1703.1	1643.2	
5169_at	80.5	68.9	125.7	78.7	112.2	
516_at	2785.9	2445.3	2366.2	2161.7	2325.7	
51700_at	2649.1	4108.0	3337.2	1413.2	2315.5	
51701_at	70.3	113.6	99.3	73.6	66.2	
51702_at	5.4	7.2	7.1	6.0	7.2	
51703_at	480.2	382.3	262.3	467.5	442.6	
51704_at	436.9	526.0	365.8	319.9	303.3	
51705_at	927.0	740.8	568.7	968.1	1071.2	
51706_at	1236.1	1371.1	1132.5	1144.1	1054.8	
5170_at	499.6	527.6	510.6	504.9	523.8	
51710_at	416.6	444.7	430.1	435.5	456.1	
51714_at	669.8	494.4	665.1	539.3	587.6	
51715_at	200.0	183.5	180.8	150.9	156.0	
51719_at	596.5	531.9	447.9	529.3	547.8	
51720_at	891.6	879.8	1197.8	901.1	1077.0	
51725_at	9.2	11.0	9.6	9.1	10.8	
51726_at	1551.7	1441.5	860.8	1130.8	971.0	
51727_at	2340.6	2077.9	2370.1	2664.0	2653.7	
51728_at	219.9	357.5	199.0	182.2	215.7	
51729_at	516.4	518.2	593.5	541.0	487.7	
5172_at	187.1	118.3	159.3	74.1	130.5	
51733_at	35.0	48.1	68.2	30.3	54.4	
51734_at	572.1	553.1	386.3	432.5	538.1	
51735_at	387.6	398.6	319.7	314.0	385.9	
51738_at	80.9	70.8	74.2	56.0	51.3	
5173_at	11.9	11.8	13.5	14.3	11.5	
51741_at	87.0	93.9	64.8	71.0	71.8	
51742_at	190.9	185.0	257.0	199.8	221.7	
51744_at	190.2	82.3	113.7	63.2	92.7	
51747_at	2512.4	2659.6	4092.9	3617.9	3717.1	
51750_at	31.0	33.8	53.0	39.1	42.5	
51751_at	55.9	118.1	97.2	86.4	123.7	
51752_at	212.8	84.0	188.3	195.7	259.8	
51754_at	159.4	183.5	226.6	149.7	156.1	
51755_at	252.1	237.3	235.8	248.4	255.4	
51759_at	1708.2	1630.0	1376.2	1540.7	1515.4	
5175_at	2724.9	2210.7	1493.5	2711.3	3138.3	
51760_at	45.6	54.0	55.6	57.4	66.6	
51761_at	35.6	163.5	54.0	37.6	65.3	
51762_at	147.4	120.3	111.3	124.8	126.2	
51763_at	161.9	149.2	165.5	236.6	232.9	
51764_at	6.8	6.2	5.5	5.6	5.5	
51765_at	22.8	19.2	23.4	28.0	27.7	
51768_at	879.1	954.9	661.4	636.3	552.4	
5176_at	6121.2	5472.0	3486.9	5779.5	5204.8	
51773_at	119.2	140.2	140.1	112.6	112.9	
51776_at	346.6	247.8	235.8	447.8	467.2	
51778_at	61.6	50.6	47.8	44.9	45.7	
51780_at	669.2	517.3	809.0	689.7	642.0	
5178_at	28.5	21.8	12.6	20.7	20.9	
5179_at	439.2	406.0	232.1	437.3	175.4	
517_at	1252.4	1189.7	736.3	981.2	1032.8	
51802_at	5.4	6.2	5.8	5.2	6.0	
51804_at	26.6	24.4	18.5	28.4	33.1	
51805_at	285.4	329.0	360.0	305.2	295.2	
51806_at	19.2	17.6	18.5	16.2	18.2	
51807_at	8.1	9.8	7.4	9.5	8.0	
51808_at	289.9	287.2	415.6	285.5	305.5	
51809_at	112.8	124.7	164.4	114.2	159.3	
51816_at	1497.7	1311.8	882.7	1002.4	465.1	
5184_at	962.4	886.3	745.0	1162.0	819.4	
5187_at	973.1	1441.6	1707.6	1955.8	966.8	
5188_at	643.3	833.6	941.8	585.9	680.8	
5189_at	229.1	275.6	447.6	372.3	329.0	
518_at	3752.1	3806.8	3609.7	4342.8	4140.7	
5190_at	144.7	133.4	277.1	252.4	241.1	
5191_at	239.2	240.5	241.5	207.0	190.6	
5192_at	429.8	529.8	427.7	456.1	494.3	
5193_at	206.0	221.8	194.3	158.9	170.0	
5194_at	79.2	89.5	75.8	91.7	80.8	
5195_at	294.1	308.9	324.5	327.7	357.0	
5196_at	737.3	1025.9	695.6	1938.8	2235.0	
5197_at	14.6	21.1	12.2	23.2	14.7	
5198_at	259.2	306.6	355.7	347.6	307.5	
5199_at	151.9	104.9	98.9	73.0	98.7	
51_at	333.5	238.1	273.9	557.8	552.8	
5201_at	1264.1	1326.9	1014.1	1080.0	1108.4	
5202_at	1368.5	1014.2	1159.5	1346.6	1538.6	
5203_at	685.5	535.2	919.0	635.7	713.9	
5204_at	9463.9	8962.3	8843.4	8862.2	9353.7	
5205_at	532.8	307.7	525.5	661.3	796.2	
5207_at	22.3	16.1	16.1	142.5	138.3	
5208_at	41.5	42.4	35.2	34.3	37.0	
5209_at	3320.3	2627.4	3322.4	5305.3	4557.7	
5210_at	52.8	49.7	50.6	49.3	49.3	
5211_at	222.7	225.6	269.0	236.6	227.9	
5212_at	2391.7	2536.1	2153.1	1980.8	1301.4	
5213_at	1466.2	1589.1	1593.5	1263.8	1279.6	
5214_at	2134.4	1562.0	2422.8	1858.0	1615.6	
5216_at	2407.1	1781.8	1927.4	2571.0	2315.0	
5217_at	3399.9	3372.6	3437.3	2991.0	3006.4	
5218_at	306.7	295.2	332.8	287.9	226.1	
521_at	6625.9	7368.8	5857.7	6008.9	6310.5	
5224_at	179.8	100.2	195.9	98.2	167.7	
5225_at	13.6	10.8	10.2	11.9	12.6	
5226_at	611.4	511.1	326.6	808.6	673.1	
5228_at	254.7	334.5	257.8	212.2	247.3	
5229_at	21.8	13.7	13.4	23.1	16.0	
522_at	2957.1	3396.6	3100.5	3149.9	3627.1	
5230_at	768.4	656.0	714.1	805.7	749.5	
5232_at	19.3	18.8	14.8	18.9	22.1	
5236_at	2462.1	2620.0	2110.4	3200.8	3561.6	
5238_at	358.9	294.2	320.2	369.5	238.7	
5239_at	207.4	170.3	132.0	148.6	197.4	
523_at	65.2	71.5	66.3	75.3	67.1	
5241_at	11.4	10.4	11.3	10.4	11.4	
5243_at	236.6	156.8	137.5	155.3	173.0	
5244_at	256.1	240.8	206.2	111.3	160.4	
5245_at	1397.7	1751.0	1386.6	1230.6	1169.3	
5250_at	5506.7	5345.9	5175.0	5733.4	5732.9	
5251_at	6.0	8.6	8.5	7.1	6.2	
5252_at	490.4	480.2	719.9	578.2	572.7	
5253_at	2030.8	1609.6	2194.2	1857.8	1993.0	
5255_at	53.6	31.5	32.3	84.6	46.8	
5256_at	208.2	255.3	295.3	319.9	311.7	
5257_at	655.8	746.4	731.1	734.2	678.9	
525_at	13.1	19.1	23.3	31.3	18.5	
5260_at	13.7	16.3	14.4	14.6	21.7	
5261_at	383.5	358.7	468.4	419.2	419.2	
5264_at	1132.4	1151.0	1277.8	1676.4	1788.8	
5265_at	809.3	639.6	351.0	183.6	286.5	
5266_at	34.3	75.6	16.7	20.4	27.3	
5267_at	10.8	15.3	12.8	11.6	15.7	
5268_at	5.1	5.6	5.6	4.9	5.7	
5269_at	2816.4	2941.3	3299.8	2597.9	2895.2	
526_at	1385.5	1363.7	1002.5	1241.0	1149.1	
5270_at	3151.2	2694.3	3553.9	2561.4	3139.6	
5271_at	24.3	25.5	29.6	23.1	21.0	
5272_at	30.0	31.4	43.9	29.5	30.8	
5273_at	7.2	7.3	8.8	10.5	7.2	
5274_at	882.0	811.8	682.9	627.7	718.4	
5275_at	5.6	5.8	5.2	5.8	5.4	
5276_at	10.1	12.3	10.1	10.6	9.2	
5277_at	246.4	184.3	275.3	241.0	227.3	
5279_at	1393.1	1255.7	1075.1	1125.1	1157.8	
527_at	1046.4	1168.4	894.5	1160.2	1002.5	
5281_at	881.0	948.3	768.2	733.6	734.1	
5283_at	359.7	312.9	402.2	305.2	331.8	
5284_at	17.8	18.7	19.7	25.7	16.9	
5286_at	57.1	67.5	82.8	66.9	86.1	
5287_at	1068.7	832.6	714.8	1062.8	1491.8	
5288_at	6.2	4.8	6.5	6.5	6.2	
5289_at	611.8	617.8	693.2	668.6	623.1	
528_at	147.1	166.5	162.2	149.7	167.9	
5290_at	482.6	508.8	356.5	469.6	457.3	
5291_at	14.1	13.3	16.9	20.9	14.7	
5292_at	480.7	272.6	297.8	526.5	458.4	
5293_at	190.2	145.9	160.7	140.4	137.9	
5294_at	9.7	11.4	8.9	10.0	10.0	
5295_at	1029.7	1234.8	1142.5	1207.9	1068.1	
5296_at	124.5	153.8	116.2	129.1	111.6	
5297_at	882.9	1153.4	1096.7	1057.3	719.3	
5298_at	447.0	418.7	544.7	481.4	437.2	
529_at	2737.7	2958.4	2588.1	2752.9	2541.5	
52_at	248.3	272.9	163.5	222.3	219.5	
5300_at	571.8	653.9	496.3	544.9	576.8	
5301_at	22.3	33.8	28.9	34.2	34.5	
5303_at	166.3	203.6	176.8	202.0	199.6	
5304_at	8.4	7.5	10.4	9.9	8.3	
5305_at	490.9	611.2	388.3	405.1	435.7	
5306_at	929.7	941.7	706.8	812.2	866.5	
5307_at	10.3	9.5	10.1	10.8	12.7	
5308_at	4.1	3.6	3.9	4.6	4.0	
5309_at	11.9	14.0	10.4	13.0	11.4	
5310_at	51.9	68.4	58.7	67.9	60.9	
5311_at	1473.8	1630.6	1611.5	1560.9	1421.0	
5313_at	8.2	7.7	11.7	7.7	7.7	
5314_at	7.9	7.9	13.2	6.4	8.2	
5315_at	3212.1	3418.8	2760.2	2941.7	2278.2	
5316_at	349.8	348.5	378.3	316.2	336.9	
5317_at	24.2	18.3	24.5	26.9	24.8	
5318_at	156.1	179.1	278.6	131.0	158.1	
5319_at	8.4	11.7	17.1	13.5	9.5	
5320_at	5413.3	5194.7	1760.4	6302.7	1840.5	
5321_at	194.9	119.1	190.8	314.6	340.1	
5322_at	84.0	109.5	58.2	57.7	85.9	
5324_at	234.5	250.5	710.8	362.7	339.9	
5325_at	446.9	324.0	783.0	734.9	680.5	
5326_at	75.7	64.3	58.6	56.2	55.3	
5327_at	1236.8	1059.8	975.6	743.9	1424.6	
5328_at	107.4	78.1	68.5	83.2	80.2	
5329_at	128.2	100.1	72.3	122.1	92.7	
5330_at	66.8	46.5	82.1	54.3	65.9	
5331_at	279.7	276.6	257.6	250.8	277.7	
5332_at	526.0	637.6	759.2	547.0	490.2	
53335_at	9.8	8.4	9.3	11.5	14.4	
53336_at	4.1	4.2	4.1	4.6	4.1	
53339_at	4497.7	4744.6	4488.3	4834.4	4687.3	
5333_at	296.4	410.7	440.5	480.1	351.4	
