ID	GSM597452	GSM597453	GSM597454	GSM597469	GSM597470	
Label	P	P	P	NP	NP	
10000_at	113.6	117.2	63.2	88.9	99.6	
10001_at	356.7	284.7	216.3	274.5	244.6	
10002_at	16.6	18.3	17.4	17.7	24.6	
10003_at	413.6	609.2	614.2	351.5	344.9	
100048912_at	5.3	4.9	7.0	5.8	5.3	
100049716_at	193.6	266.6	118.8	256.1	173.6	
10004_at	168.5	169.3	142.1	136.1	109.0	
10005_at	63.1	62.0	71.3	61.6	45.6	
10006_at	444.7	411.0	451.0	449.3	468.3	
10007_at	638.6	777.9	554.8	691.1	575.4	
10008_at	26.6	28.4	28.3	39.3	33.6	
100093630_at	1415.8	1140.8	1049.8	976.0	1144.2	
10009_at	125.0	135.6	106.5	105.5	120.8	
1000_at	122.1	143.2	166.6	89.3	113.8	
100101467_at	38.5	42.1	53.0	36.9	45.9	
10010_at	261.2	167.4	205.2	245.8	203.9	
100113377_at	59.3	57.9	70.8	79.5	82.5	
100113407_at	424.8	451.1	524.6	923.1	820.0	
10011_at	967.4	1031.4	701.6	891.4	890.2	
100124700_at	148.5	152.6	156.0	157.2	139.1	
100125288_at	62.4	60.7	92.8	68.8	75.1	
100126784_at	17.0	17.9	19.0	16.5	19.8	
100127886_at	4.0	4.2	3.9	4.4	4.1	
100127891_at	86.2	85.0	86.8	78.7	89.0	
100127971_at	17.5	16.8	26.4	34.5	23.0	
100127972_at	6.8	8.3	7.5	10.0	11.2	
100127980_at	5.9	6.9	4.6	5.2	6.3	
100127983_at	68.4	84.5	85.9	67.6	91.2	
100128003_at	29.9	33.0	29.3	31.8	31.5	
100128008_at	28.3	46.0	36.5	36.2	42.9	
100128025_at	184.9	154.9	95.3	78.4	120.4	
100128062_at	594.0	448.0	693.8	606.3	591.8	
100128071_at	20.4	24.8	34.0	32.1	30.1	
100128074_at	44.8	42.9	42.5	48.5	43.8	
100128090_at	8.0	10.0	9.7	9.7	10.2	
100128093_at	7.0	9.7	15.7	9.9	8.6	
100128098_at	215.7	175.0	154.8	194.0	143.1	
100128126_at	4.3	4.5	4.3	4.6	4.2	
100128139_at	3.7	4.6	4.6	4.0	4.0	
100128175_at	4.6	4.5	4.6	5.8	4.6	
100128178_at	108.2	110.5	109.7	116.0	113.5	
100128180_at	4.3	5.8	11.0	7.9	5.7	
100128191_at	22.7	36.6	26.0	36.5	26.2	
100128193_at	18.9	21.6	20.2	25.6	29.8	
100128198_at	11.1	10.0	12.8	18.9	11.4	
100128236_at	4.7	4.4	3.5	4.6	4.9	
100128259_at	181.5	236.9	254.0	167.1	115.0	
100128288_at	356.7	595.9	1335.3	1072.7	1358.9	
100128309_at	295.3	555.6	714.8	454.6	467.7	
100128325_at	35.3	50.0	40.7	33.5	27.0	
100128334_at	47.4	52.7	46.1	53.5	52.8	
100128361_at	31.3	44.3	38.5	32.5	36.9	
100128370_at	30.7	45.0	24.9	23.9	18.6	
100128392_at	21.7	21.2	27.5	19.2	21.3	
100128403_at	15.0	16.0	16.8	6.3	14.4	
100128414_at	27.3	21.6	26.5	19.2	18.5	
100128434_at	15.6	17.3	35.9	16.6	18.4	
100128443_at	216.2	95.9	172.7	203.5	244.1	
100128490_at	151.3	102.7	183.3	261.8	337.2	
100128496_at	10.6	8.9	8.7	10.3	8.8	
100128500_at	89.0	90.8	52.2	67.7	206.3	
100128510_at	336.4	386.3	414.1	299.4	310.0	
100128511_at	51.7	49.3	56.4	18.9	34.5	
100128550_at	1802.0	1996.1	1700.8	1864.7	1985.6	
100128570_at	22.4	27.2	61.8	53.3	40.0	
100128576_at	776.9	1032.4	1061.1	842.3	865.3	
100128590_at	7.7	13.8	15.4	21.5	23.3	
100128641_at	29.3	16.9	28.0	8.7	17.3	
100128661_at	158.4	171.5	123.3	134.0	152.8	
100128663_at	10.6	14.2	7.3	12.5	9.0	
100128731_at	1849.9	2035.0	1442.5	1706.3	1799.1	
100128737_at	57.1	71.2	62.8	34.7	45.5	
100128751_at	22.0	33.2	29.4	23.8	25.8	
100128782_at	103.8	66.4	59.2	33.6	66.9	
100128821_at	12.1	16.3	22.2	17.6	25.3	
100128822_at	451.1	357.5	823.7	510.3	609.4	
100128830_at	6.4	6.4	6.8	6.2	4.0	
100128843_at	10.0	10.5	10.8	9.9	10.4	
100128881_at	31.6	42.9	49.5	43.7	43.7	
100128907_at	22.7	23.4	24.2	21.9	26.1	
100128909_at	12.3	15.6	13.9	10.4	8.6	
100128918_at	105.6	45.2	51.5	95.6	52.1	
100128919_at	60.6	192.5	202.5	159.7	351.9	
100128922_at	29.4	12.3	42.7	13.8	8.0	
100128927_at	120.6	107.4	137.2	124.2	132.6	
100128977_at	6.3	6.1	6.7	5.8	5.8	
100128988_at	8.2	6.0	6.5	6.2	8.6	
100128998_at	32.5	33.6	35.4	36.7	32.7	
100129006_at	25.4	37.6	53.9	39.5	45.5	
100129014_at	56.0	41.0	49.8	132.9	53.5	
100129015_at	844.4	868.9	1083.4	981.8	1027.2	
100129022_at	124.5	125.1	219.7	105.8	111.0	
100129034_at	59.1	66.7	67.5	52.9	58.8	
100129041_at	31.7	37.8	48.8	36.6	38.8	
100129087_at	17.6	17.1	20.1	22.6	23.9	
100129098_at	21.9	21.1	12.1	18.3	18.2	
100129104_at	13.3	20.2	19.3	22.7	14.9	
100129105_at	182.6	212.2	127.0	181.3	209.9	
100129122_at	106.6	166.9	138.4	119.5	135.4	
100129128_at	11.0	13.8	21.3	23.6	34.9	
100129129_at	5.6	5.9	8.2	6.2	6.2	
100129175_at	12.1	12.3	13.1	14.5	15.5	
100129194_at	15.5	19.3	17.4	15.1	15.8	
100129195_at	62.5	64.1	91.9	68.1	61.4	
100129250_at	390.5	405.4	341.6	310.8	324.1	
100129268_at	45.2	56.8	62.2	53.6	57.7	
100129271_at	30.0	31.0	29.1	22.5	28.2	
100129289_at	13.8	19.8	32.7	8.7	11.2	
100129335_at	8.0	12.6	10.3	11.9	9.9	
100129346_at	276.2	364.0	528.9	279.4	398.0	
100129361_at	1671.9	2061.7	1086.6	1462.0	1506.0	
100129387_at	236.4	241.4	176.1	163.5	141.2	
100129410_at	13.2	10.1	9.3	12.5	8.7	
100129441_at	33.0	34.8	47.1	18.1	28.4	
100129476_at	13.0	13.7	14.3	16.9	15.7	
100129482_at	372.2	478.5	745.3	534.6	684.3	
100129500_at	49.9	20.0	26.1	134.9	82.4	
100129502_at	1386.5	1072.9	1147.7	1416.3	1379.8	
100129503_at	17.0	11.3	16.1	16.4	9.6	
100129516_at	11.9	16.8	11.0	11.9	12.5	
100129546_at	10.8	11.4	8.1	14.3	9.1	
100129562_at	16.8	24.7	17.6	16.3	18.8	
100129563_at	392.0	388.1	480.7	507.7	506.5	
100129592_at	23.2	22.0	28.8	27.9	29.1	
100129597_at	6.4	8.1	10.0	9.6	8.6	
100129602_at	8.4	9.5	23.0	9.2	8.4	
100129617_at	11.8	9.7	12.2	7.4	7.9	
100129624_at	266.3	270.7	212.3	238.5	279.1	
100129637_at	63.6	71.1	100.2	94.7	83.8	
100129656_at	14.6	11.6	18.1	20.7	18.0	
100129662_at	6.8	6.6	9.0	20.5	12.9	
100129665_at	4.3	6.4	15.4	7.3	10.2	
100129668_at	1141.0	1259.9	1259.5	1058.4	1218.1	
100129673_at	204.3	215.8	202.4	226.4	258.0	
100129686_at	13.2	24.3	11.6	8.0	19.2	
100129716_at	28.2	14.5	33.6	15.3	17.2	
100129726_at	8.0	14.1	15.4	10.3	13.5	
100129762_at	124.2	106.6	69.3	86.9	104.6	
100129792_at	48.5	47.2	43.2	28.5	40.2	
100129794_at	284.3	312.7	447.1	234.3	268.6	
100129827_at	17.6	15.2	11.4	15.1	14.9	
100129828_at	5.3	7.3	7.0	6.4	6.6	
100129837_at	84.7	68.7	49.0	107.2	81.3	
100129845_at	78.3	119.5	147.9	101.3	73.7	
100129857_at	4.6	5.6	6.2	5.6	5.1	
100129858_at	85.7	118.5	97.9	56.1	94.2	
100129865_at	470.9	541.9	479.6	465.1	500.4	
100129890_at	79.4	134.4	111.2	131.9	112.0	
100129895_at	45.0	117.1	111.9	71.4	61.9	
100129905_at	5.6	8.4	8.6	8.8	6.4	
100129907_at	52.0	38.3	35.7	32.3	14.5	
100129932_at	38.6	33.9	41.1	13.9	47.0	
100129951_at	47.1	45.2	52.4	47.6	62.7	
100129960_at	15.2	12.1	12.3	10.8	10.1	
100129965_at	106.7	171.1	173.9	133.4	127.2	
100129969_at	11.9	12.9	9.0	25.5	10.9	
100129973_at	10.8	20.8	18.3	31.3	15.3	
100129988_at	6.7	7.7	10.2	8.0	7.3	
100130054_at	6.6	6.8	5.6	6.7	6.9	
100130089_at	87.8	79.0	86.5	102.3	66.2	
100130100_at	28.8	25.7	20.9	33.2	24.2	
100130123_at	1154.9	1032.0	1185.3	1171.8	1224.2	
100130130_at	878.7	1073.5	814.7	741.3	812.9	
100130134_at	4.4	5.9	4.9	4.5	4.6	
100130212_at	50.6	78.7	59.0	88.6	62.4	
100130219_at	42.9	42.8	38.9	34.8	23.8	
100130229_at	11.1	11.5	7.8	18.7	9.7	
100130232_at	10.8	7.9	11.8	10.8	9.2	
100130262_at	32.2	33.7	35.4	30.3	31.9	
100130291_at	61.0	68.4	79.2	87.1	78.8	
100130322_at	5.6	7.6	5.3	7.0	6.4	
100130332_at	159.2	89.3	113.2	117.2	85.4	
100130344_at	6.5	7.4	6.5	6.4	9.4	
100130348_at	345.7	414.0	414.2	382.9	321.6	
100130349_at	11.3	11.4	9.6	13.2	14.3	
100130356_at	20.0	21.5	11.0	24.9	16.9	
100130360_at	33.6	39.5	61.9	42.4	16.6	
100130389_at	14.1	13.0	11.3	12.2	24.1	
100130423_at	5.4	7.2	9.8	6.5	7.5	
100130426_at	17.0	22.4	20.3	21.9	21.7	
100130428_at	15.1	16.9	22.3	18.5	16.5	
100130449_at	14.4	16.8	13.1	15.0	16.5	
100130452_at	8.5	8.2	9.6	16.1	7.9	
100130458_at	4.8	4.8	5.9	5.1	5.2	
100130464_at	22.2	25.1	24.2	20.0	25.5	
100130494_at	25.7	24.2	26.5	22.3	19.8	
100130502_at	4.7	4.9	5.0	4.6	4.5	
100130503_at	4.1	4.3	4.9	4.3	4.0	
100130536_at	138.6	103.9	70.9	94.1	90.1	
100130541_at	96.0	73.0	51.8	60.5	80.6	
100130544_at	27.0	25.4	62.5	27.3	30.8	
100130548_at	8.6	7.9	9.5	7.4	7.0	
100130557_at	8.7	6.7	7.1	8.3	7.2	
100130598_at	16.7	15.8	25.4	11.5	14.4	
100130609_at	5.4	5.6	8.4	6.0	6.9	
100130613_at	17.6	23.5	24.5	21.5	16.0	
100130624_at	114.8	107.1	86.1	94.4	102.1	
100130633_at	787.5	718.6	652.4	601.2	576.0	
100130672_at	92.2	47.5	57.6	89.4	81.9	
100130700_at	8.2	8.1	8.3	10.2	7.6	
100130703_at	7.7	5.5	4.2	12.2	5.8	
100130733_at	545.1	343.9	599.1	587.5	568.3	
100130740_at	10.0	10.5	10.9	9.8	11.5	
100130744_at	6.0	7.6	5.6	6.4	5.0	
100130776_at	73.9	51.2	87.8	71.3	91.9	
100130797_at	29.8	30.7	32.3	27.4	25.4	
100130816_at	13.2	13.7	12.7	12.5	17.3	
100130840_at	35.9	43.0	38.0	33.2	36.6	
100130862_at	511.6	432.1	399.0	535.1	422.6	
100130868_at	5.9	6.9	14.1	7.6	4.7	
100130885_at	77.2	87.7	43.1	47.1	34.8	
100130905_at	11.7	10.0	9.2	10.1	10.5	
100130938_at	66.9	65.1	41.2	70.5	145.3	
100130958_at	117.2	111.5	98.1	154.0	106.8	
100130964_at	4.8	4.6	5.2	5.5	5.8	
100130967_at	16.0	16.7	22.4	19.3	20.3	
100130979_at	5.3	5.6	6.9	5.9	5.8	
100130992_at	11.6	12.0	10.1	6.0	8.7	
100130998_at	5.9	5.5	8.3	5.7	6.6	
100131005_at	145.7	221.1	163.5	249.2	197.2	
100131014_at	6.4	6.5	9.2	6.6	6.3	
100131015_at	85.9	138.7	131.0	95.6	80.8	
100131017_at	307.4	269.5	437.6	349.8	322.1	
100131040_at	17.1	20.1	16.7	18.5	16.9	
100131056_at	15.7	49.0	76.2	18.2	16.6	
100131081_at	13.3	20.6	16.2	16.9	19.2	
100131093_at	2294.7	2226.1	1697.7	1289.3	1259.2	
100131096_at	100.4	141.3	176.8	127.2	132.0	
100131110_at	75.2	85.8	69.4	100.6	101.6	
100131112_at	25.3	15.7	28.1	11.9	19.6	
100131138_at	24.1	39.7	22.5	26.1	39.0	
100131141_at	103.2	224.1	161.3	154.0	134.9	
100131164_at	42.2	222.8	88.9	84.7	108.4	
100131177_at	13.0	16.5	18.4	11.3	12.9	
100131187_at	681.9	371.5	651.9	894.4	432.0	
100131211_at	85.0	124.2	144.6	109.2	90.3	
100131213_at	18.7	20.8	18.9	18.6	17.1	
100131226_at	27.9	23.5	39.2	16.6	25.1	
100131227_at	8.3	4.4	5.2	7.1	5.1	
100131283_at	13.8	8.6	74.0	14.0	9.4	
100131298_at	4.8	4.3	4.2	4.8	4.4	
100131311_at	19.4	15.6	15.1	11.2	12.6	
100131345_at	10.6	8.0	12.6	7.4	16.0	
100131347_at	35.1	39.9	33.0	31.1	36.8	
100131354_at	9.0	8.1	6.5	24.3	35.3	
100131366_at	5.5	6.8	6.3	7.9	4.8	
100131402_at	258.3	300.5	177.5	272.6	233.2	
100131413_at	4.2	4.4	5.7	4.8	3.9	
100131414_at	41.0	35.1	42.0	48.9	38.3	
100131435_at	6.5	7.2	8.8	6.8	8.9	
100131455_at	71.8	72.8	51.3	64.0	57.4	
100131480_at	5.1	4.3	5.5	5.7	5.2	
100131498_at	8.8	9.9	6.6	7.7	9.3	
100131512_at	209.6	103.6	115.9	110.2	104.2	
100131556_at	4319.3	4318.8	3415.9	3801.2	3850.4	
100131561_at	5.6	5.6	6.0	6.6	6.3	
100131564_at	60.7	62.0	56.3	58.2	55.3	
100131601_at	8.2	18.6	15.3	19.3	19.3	
100131613_at	4.9	5.5	6.5	5.6	5.1	
100131637_at	48.9	52.6	53.2	53.7	54.3	
100131642_at	5.8	5.6	7.1	4.8	5.7	
100131644_at	3.5	3.6	4.1	4.8	3.8	
100131662_at	9.5	10.4	9.0	9.2	9.3	
100131664_at	45.6	59.2	48.3	47.6	35.3	
100131683_at	9.4	10.1	7.6	15.8	12.0	
100131721_at	26.1	34.1	27.0	27.6	26.3	
100131728_at	4.8	4.5	4.9	4.2	4.8	
100131731_at	61.7	65.3	163.8	117.9	125.6	
100131733_at	9.1	8.7	9.7	7.6	7.4	
100131801_at	5034.4	4905.0	3949.5	3791.8	4259.6	
100131816_at	6.5	6.6	8.5	7.8	8.5	
100131827_at	81.6	88.5	114.3	86.2	58.7	
100131864_at	5.5	5.8	6.2	4.6	5.3	
100131869_at	9.2	11.0	7.5	9.2	7.8	
100131904_at	21.3	31.6	23.2	15.2	24.8	
100131914_at	114.3	70.0	29.9	39.4	87.7	
100131952_at	9.9	8.6	8.6	11.9	9.2	
100131989_at	677.5	659.7	844.7	837.3	811.8	
100131998_at	62.8	82.2	55.0	48.8	43.6	
100132051_at	6.5	5.8	6.8	6.9	6.0	
100132078_at	4.3	4.6	5.2	4.1	5.4	
100132129_at	222.4	246.7	254.7	285.4	267.9	
100132178_at	4.9	5.0	5.1	4.7	4.9	
100132234_at	4.9	5.1	4.8	6.0	5.4	
100132279_at	72.7	87.2	140.8	174.0	109.8	
100132299_at	265.6	83.1	67.3	152.7	73.3	
100132302_at	6.0	5.8	7.2	6.4	6.6	
100132319_at	171.7	220.6	126.3	479.7	283.5	
100132323_at	47.4	58.2	44.0	51.6	44.7	
100132341_at	36.0	43.0	41.6	40.3	42.9	
100132356_at	143.7	96.1	133.1	93.4	128.6	
100132369_at	36.0	33.5	30.6	35.5	42.8	
100132386_at	6.1	6.6	7.5	7.2	6.3	
100132430_at	5679.1	5425.5	5716.5	5824.1	5624.6	
100132596_at	4.8	5.6	5.4	5.6	5.7	
100132618_at	12.1	13.5	11.4	17.6	21.0	
100132625_at	83.9	50.7	89.9	95.5	50.3	
100132634_at	33.4	52.8	44.7	36.1	46.1	
100132661_at	4.6	4.4	4.7	4.0	4.2	
100132707_at	66.9	38.8	25.9	27.7	21.4	
100132739_at	29.9	30.0	29.8	28.5	31.1	
100132767_at	6.8	6.8	7.4	10.2	6.4	
100132833_at	237.1	215.0	339.3	229.0	269.8	
100132884_at	194.4	149.2	120.6	132.3	206.0	
100132894_at	10.3	4.8	10.9	33.4	10.5	
100132903_at	12.5	14.2	12.3	18.2	12.7	
100132911_at	34.5	47.4	41.2	43.8	49.0	
100133019_at	8.2	8.1	8.1	8.4	8.8	
100133116_at	8.2	7.1	5.7	6.1	6.1	
100133142_at	38.1	38.6	35.5	30.9	35.2	
100133166_at	1756.1	1790.8	1367.5	1550.8	1352.1	
100133188_at	5884.1	5835.6	6286.1	9257.7	8535.3	
100133205_at	6.4	5.3	7.8	8.4	6.4	
100133229_at	14.7	14.0	12.2	13.9	13.7	
100133233_at	9.5	12.6	12.3	16.0	16.3	
100133236_at	12.2	13.3	11.9	17.7	13.8	
100133276_at	3458.4	3332.7	3082.0	2822.8	3001.2	
100133311_at	36.0	36.3	35.6	41.2	37.5	
100133332_at	7.7	6.9	7.9	8.1	9.3	
10013_at	586.1	706.2	681.5	673.3	648.7	
10014_at	192.3	249.6	248.0	202.1	207.4	
10015_at	839.6	748.7	977.1	932.8	896.2	
10016_at	808.4	688.6	577.3	616.1	745.9	
10017_at	22.7	23.4	23.8	25.1	23.3	
10018_at	19.7	19.0	20.5	20.9	17.5	
10019_at	585.0	551.8	378.9	515.9	538.3	
1001_at	165.1	62.6	108.7	58.4	98.2	
10020_at	1086.5	1085.0	592.6	947.7	791.9	
10021_at	6.8	6.7	6.9	8.6	7.8	
10022_at	15.8	19.8	22.6	17.3	21.1	
10023_at	78.3	85.4	71.2	72.8	55.2	
10024_at	23.6	16.3	21.0	28.2	18.1	
10025_at	180.3	182.9	234.1	208.3	206.7	
10026_at	1098.6	1016.1	1216.4	794.6	979.2	
1002_at	28.5	37.0	28.9	19.3	24.4	
10036_at	111.9	88.8	92.7	107.1	120.0	
10038_at	881.6	958.8	978.9	810.5	851.7	
10039_at	112.1	97.0	121.5	128.2	99.2	
1003_at	2603.9	2409.1	2070.2	2395.8	2533.3	
10040_at	488.0	671.5	844.3	519.1	583.4	
10042_at	555.3	460.3	578.9	545.6	517.9	
10043_at	186.6	201.8	199.4	288.6	245.4	
10044_at	132.7	140.5	91.7	132.8	228.6	
10045_at	19.6	24.5	27.7	14.0	21.0	
10046_at	596.1	573.6	714.9	467.0	561.8	
10047_at	7.1	7.8	7.8	10.4	6.8	
10048_at	201.7	172.0	184.4	199.9	188.8	
10049_at	1969.7	2125.9	1779.5	1908.6	1949.1	
1004_at	57.6	47.6	73.4	48.7	65.6	
10050_at	5.5	5.4	5.3	5.4	5.6	
10051_at	170.5	118.9	200.7	204.1	220.1	
10052_at	28.5	21.3	21.6	18.9	30.9	
10053_at	14.1	15.2	14.1	20.4	28.6	
10054_at	3701.2	3290.9	4887.2	4358.0	4785.7	
10055_at	647.5	673.8	555.7	642.3	662.0	
10056_at	1513.5	1767.9	1638.4	1722.9	1615.6	
10057_at	764.1	1028.3	1278.7	1021.1	961.4	
10058_at	348.7	399.7	371.6	442.7	401.0	
10059_at	348.3	391.9	489.8	461.8	452.1	
1005_at	75.1	145.3	71.0	18.7	62.4	
10060_at	30.8	27.3	23.3	54.6	29.2	
10061_at	186.6	181.0	171.8	177.8	203.5	
10062_at	1340.6	1720.9	1573.0	1862.1	1667.4	
10066_at	1729.5	1890.2	1263.8	1332.1	1145.8	
10067_at	1027.5	1186.8	814.8	979.1	926.3	
10068_at	388.8	231.6	213.6	363.7	316.2	
10069_at	2243.2	2235.5	1724.1	1734.3	2076.0	
1006_at	11.8	12.6	12.1	14.0	14.1	
10071_at	16.9	19.4	13.1	16.1	24.1	
10072_at	205.2	214.5	176.8	308.8	192.6	
10073_at	1003.0	989.9	993.2	764.7	722.4	
10075_at	54.1	66.8	54.9	50.7	52.0	
10076_at	62.4	95.0	127.7	98.0	78.4	
10077_at	55.0	80.3	74.8	96.7	68.7	
10078_at	426.9	424.2	425.5	344.0	402.7	
10079_at	2657.6	3042.1	2632.9	3251.2	3602.4	
1007_at	4.7	5.3	5.8	5.0	5.0	
10081_at	1101.8	870.6	906.9	912.2	993.6	
10082_at	51.0	103.0	92.2	67.0	42.8	
10083_at	5.6	6.2	6.5	5.8	7.2	
10084_at	2306.1	2536.3	1803.6	1861.3	1965.8	
10085_at	37.3	29.3	25.3	23.0	21.8	
10086_at	5.7	7.2	11.3	8.0	7.9	
10087_at	219.8	197.5	193.2	278.3	209.9	
10089_at	37.8	44.6	61.7	35.5	43.4	
1008_at	19.9	24.2	14.0	10.5	11.7	
10090_at	352.5	421.7	457.2	265.3	249.2	
10092_at	1630.3	1408.0	1461.1	1337.0	1219.8	
10093_at	370.3	342.2	291.1	355.7	327.2	
10095_at	1987.7	1640.4	1154.3	1370.2	1568.0	
10096_at	1409.5	1304.9	1220.8	1569.2	1547.6	
10097_at	927.3	718.0	728.6	896.9	786.3	
10098_at	872.5	892.4	746.5	514.0	627.5	
10099_at	2543.4	2362.3	1827.9	2603.6	2192.4	
1009_at	928.5	792.6	662.1	671.7	515.0	
100_at	231.8	189.4	244.1	217.8	308.1	
10100_at	162.5	79.5	76.6	109.4	117.3	
10101_at	490.2	524.1	615.0	515.0	600.4	
10102_at	654.3	581.4	636.7	695.5	733.4	
10103_at	54.1	62.2	46.5	66.5	65.3	
10105_at	160.6	139.5	120.2	268.9	174.2	
10106_at	976.8	818.2	902.6	759.6	641.0	
10107_at	8.4	8.9	8.9	8.8	9.4	
10109_at	4242.5	4174.5	3717.1	4099.3	4037.3	
1010_at	10.3	6.8	7.3	7.0	6.7	
10110_at	29.9	46.1	36.5	249.0	151.4	
10111_at	191.6	344.0	301.6	306.0	318.2	
10112_at	21.1	9.1	14.1	23.9	16.9	
10113_at	622.4	662.7	567.3	1028.2	1092.0	
10114_at	16.8	21.0	23.5	15.2	12.8	
10116_at	184.0	116.2	125.7	159.1	103.3	
10117_at	10.4	13.8	13.8	9.7	11.5	
10120_at	550.2	752.6	718.6	634.7	627.7	
10121_at	1692.1	1703.3	1303.4	1614.2	1685.1	
10123_at	118.7	105.1	74.9	68.8	62.8	
10125_at	127.4	96.5	109.1	101.0	117.2	
10126_at	326.7	400.3	280.8	255.6	336.4	
10127_at	584.5	676.8	573.6	465.7	559.8	
10128_at	1099.1	1189.9	1206.8	1291.6	1359.8	
10129_at	445.1	630.9	601.4	454.3	469.6	
1012_at	1368.4	1449.9	1029.9	1041.4	1870.3	
10130_at	2520.9	2612.8	2033.0	2337.2	2120.3	
10131_at	953.2	1011.9	1426.7	1413.0	1309.0	
10133_at	2626.4	2950.8	2899.4	2745.6	2953.8	
10134_at	2194.5	2169.9	1856.9	3227.0	2888.4	
10135_at	887.2	843.1	810.4	736.6	673.0	
10136_at	13.7	15.5	15.6	15.8	17.0	
10137_at	1057.5	903.9	1006.4	838.1	822.0	
10138_at	104.2	63.0	83.2	96.8	74.1	
10139_at	154.8	191.1	151.3	140.7	146.0	
1013_at	35.7	44.6	59.2	40.9	49.3	
10140_at	1425.7	1345.1	1793.7	1438.5	1575.1	
10141_at	7.2	9.0	18.1	7.1	12.2	
10142_at	43.4	42.6	58.1	45.5	43.1	
10143_at	4.5	4.6	5.5	4.2	6.0	
10144_at	246.7	208.0	324.2	338.5	244.0	
10146_at	555.4	432.0	460.4	359.1	465.4	
10147_at	166.0	218.3	258.5	239.2	197.8	
10148_at	89.6	57.1	40.3	40.7	33.7	
10149_at	115.3	209.4	210.8	100.2	43.3	
1014_at	11.7	11.2	9.5	10.9	11.0	
10150_at	91.6	88.2	90.2	80.3	98.8	
10151_at	7.5	8.0	8.2	7.1	7.6	
10152_at	172.4	171.6	168.6	141.6	152.9	
10153_at	1662.9	1715.8	1561.3	1438.5	1613.0	
10154_at	32.1	30.9	54.4	55.8	50.2	
10155_at	713.0	752.3	754.9	633.7	661.0	
10157_at	327.9	511.6	817.9	567.6	448.0	
10158_at	58.9	133.5	159.2	182.3	264.1	
10159_at	1063.5	946.3	996.4	1062.8	1004.9	
1015_at	7.9	6.2	7.4	13.6	9.9	
10160_at	582.2	573.7	400.3	526.3	438.1	
10161_at	1394.2	1168.8	960.9	880.6	1168.6	
10162_at	218.3	181.9	151.1	201.7	198.8	
10163_at	920.7	1105.8	821.1	786.3	729.2	
10164_at	12.3	8.1	6.1	14.6	10.8	
10165_at	249.7	237.1	279.9	302.6	278.1	
10166_at	16.4	16.7	18.0	24.0	18.3	
10168_at	162.1	182.8	127.7	118.1	130.4	
10169_at	2148.8	2027.7	1899.5	2066.6	1995.1	
1016_at	6.0	7.3	7.6	9.0	6.9	
10170_at	61.3	60.6	22.8	162.4	26.0	
10171_at	503.9	614.8	466.2	566.4	469.0	
10172_at	274.9	239.5	177.9	294.8	172.5	
10174_at	428.5	536.9	428.7	351.6	308.3	
10175_at	776.2	695.9	674.6	732.2	807.4	
10178_at	35.8	44.7	31.0	56.5	51.8	
10179_at	2288.6	1318.9	2480.6	1970.2	1684.7	
1017_at	54.0	35.1	58.4	57.7	51.9	
10180_at	416.0	501.6	988.9	718.2	880.3	
10181_at	1332.6	1523.2	2151.2	1749.7	1826.3	
10184_at	1585.0	1313.3	903.0	994.9	1175.8	
10186_at	4301.4	4153.6	4396.0	4551.3	4490.1	
10188_at	23.6	22.2	26.3	26.1	26.3	
10189_at	83.1	41.7	62.5	57.7	36.0	
1018_at	39.1	36.5	56.6	54.2	58.5	
10190_at	2003.2	1827.3	1829.3	1832.5	2035.4	
10193_at	205.7	190.4	177.6	262.4	200.3	
10194_at	234.2	202.6	211.0	204.6	215.8	
10195_at	379.0	356.2	299.8	376.1	350.5	
10196_at	148.5	127.4	191.1	145.8	140.9	
10197_at	386.5	412.2	294.3	427.5	365.8	
10198_at	9.1	11.5	9.9	8.6	8.4	
10199_at	2032.3	2072.3	1547.1	1675.4	1773.7	
1019_at	1784.6	1859.0	1379.5	1599.3	1622.9	
101_at	64.8	55.2	57.3	49.7	64.3	
10200_at	281.5	301.4	454.4	343.2	356.4	
10201_at	148.4	133.7	79.1	112.2	114.9	
10202_at	36.0	23.8	22.9	10.7	14.9	
10203_at	217.2	151.0	121.1	236.9	333.3	
10205_at	135.5	69.3	87.7	75.8	123.7	
10206_at	303.9	222.5	252.6	367.1	257.7	
10207_at	51.9	95.6	115.0	82.3	80.9	
10208_at	326.2	296.6	344.7	389.1	336.5	
10209_at	6379.7	6135.9	6572.9	5601.9	5737.2	
1020_at	139.1	126.8	147.1	163.6	155.2	
10210_at	155.9	135.6	203.5	164.7	137.7	
10211_at	1716.0	1922.6	1366.7	1572.9	1680.2	
10212_at	617.5	503.0	655.1	686.4	725.0	
10213_at	2873.6	2537.9	2297.0	2863.6	2688.5	
10214_at	7.4	7.2	8.3	9.5	7.9	
10215_at	8.4	10.8	8.6	8.3	9.2	
10216_at	123.5	117.1	110.1	265.1	155.9	
10217_at	624.8	784.4	699.1	507.3	528.7	
10218_at	7572.4	7968.2	6407.1	3687.5	4651.0	
10219_at	25.7	13.0	22.8	20.6	10.8	
1021_at	38.8	41.7	39.3	35.6	28.9	
10220_at	97.2	76.6	71.0	64.6	39.1	
10221_at	22.3	21.1	20.4	23.7	20.1	
10223_at	7.3	7.5	9.0	7.6	7.5	
10225_at	60.6	35.3	45.5	35.8	53.9	
10226_at	259.6	265.5	203.5	311.6	198.6	
10227_at	215.2	230.1	253.7	248.0	220.6	
10228_at	190.5	163.5	202.5	177.7	174.1	
