ID	ORF	UniGeneHsID	GSM597452	GSM597453	GSM597454	GSM597469	GSM597470	
Label			P	P	P	NP	NP	
6708_at	SPTA1	Hs.119825	8.6	9.1	16.5	17.7	11.5	
6709_at	SPTAN1	Hs.372331	3227.7	3655.3	3306.1	3443.3	3257.9	
670_at	BPHL	Hs.10136	166.4	162.7	225.5	263.4	244.9	
6710_at	SPTB	Hs.417303	35.5	43.2	34.1	36.1	33.9	
6711_at	SPTBN1	Hs.503178; Hs.705692	839.2	913.0	950.5	902.7	887.6	
6712_at	SPTBN2	Hs.26915	16.1	18.3	20.0	25.3	16.9	
6713_at	SQLE	Hs.71465	129.0	113.7	80.5	87.5	66.5	
6714_at	SRC	Hs.195659	21.1	19.3	23.3	21.5	21.0	
6715_at	SRD5A1	Hs.552	96.4	85.4	84.9	70.7	101.2	
6716_at	SRD5A2	Hs.458345	11.4	20.6	12.5	13.1	11.3	
6717_at	SRI	Hs.489040	2246.4	2221.9	2568.7	1876.6	2092.2	
6718_at	AKR1D1	Hs.201667	4.4	4.4	3.6	4.1	5.5	
671_at	BPI	Hs.529019	99.7	144.1	325.9	269.2	178.8	
6720_at	SREBF1	Hs.592123	144.5	296.6	343.8	274.3	291.5	
6721_at	SREBF2	Hs.443258	177.4	201.8	291.8	155.3	157.1	
6722_at	SRF	Hs.520140	178.3	212.8	174.1	144.0	170.3	
6723_at	SRM	Hs.76244	1252.9	1495.2	849.1	954.5	880.1	
6725_at	SRMS	Hs.411061	6.3	9.2	10.7	8.6	7.8	
6726_at	SRP9	Hs.511425; Hs.706900	1924.9	2080.2	2432.5	2274.8	2322.5	
6727_at	SRP14	Hs.533732	5123.3	4336.1	4662.6	4813.9	5529.7	
6728_at	SRP19	Hs.637001	2737.2	2446.6	2970.3	2961.0	2895.1	
6729_at	SRP54	Hs.167535	476.9	479.5	611.0	536.2	536.6	
672_at	BRCA1	Hs.194143	24.4	26.3	42.3	31.7	32.6	
6730_at	SRP68	Hs.514495	1564.8	1653.5	1554.1	1431.7	1514.4	
6731_at	SRP72	Hs.237825	817.9	789.7	693.4	758.5	727.9	
6732_at	SRPK1	Hs.443861	79.8	98.0	97.5	112.1	102.4	
6733_at	SRPK2	Hs.285197	330.7	249.7	282.7	269.2	248.1	
6734_at	SRPR	Hs.368376	1512.6	1830.5	1331.0	1514.1	1370.6	
6736_at	SRY	Hs.1992	6.4	5.6	6.7	5.2	5.5	
6737_at	TRIM21	Hs.532357	675.8	598.3	653.8	564.9	547.0	
6738_at	TROVE2	Hs.288178	733.8	594.5	669.8	674.9	717.1	
673_at	BRAF	Hs.550061	78.7	94.3	67.7	223.2	109.3	
6741_at	SSB	Hs.632535	1039.4	1026.9	994.3	1076.6	1133.6	
6742_at	SSBP1	Hs.490394	1848.3	2063.8	1150.6	1403.3	1451.3	
6744_at	SSFA2	Hs.591602	1635.9	1524.1	1966.6	1393.6	1730.1	
6745_at	SSR1	Hs.114033	858.1	841.9	750.2	846.0	723.3	
6746_at	SSR2	Hs.74564	4795.7	4329.5	3946.5	3928.7	4022.2	
6747_at	SSR3	Hs.518346	527.2	505.5	353.3	444.8	431.1	
6748_at	SSR4	Hs.409223	4343.1	4250.0	3127.2	3395.8	3429.7	
6749_at	SSRP1	Hs.523680	1327.3	1364.1	1181.9	1186.4	1157.7	
6750_at	SST	Hs.12409	8.3	11.1	8.4	6.7	8.0	
6751_at	SSTR1	Hs.248160	30.1	17.0	18.9	14.1	20.1	
6752_at	SSTR2	Hs.514451	11.5	12.7	9.5	10.0	9.5	
6753_at	SSTR3	Hs.225995	23.8	27.9	26.7	27.0	27.7	
6754_at	SSTR4	Hs.673846	10.7	12.9	14.5	10.6	12.5	
6755_at	SSTR5	Hs.449840	21.9	22.8	19.4	21.6	20.2	
6756_at	SSX1	Hs.434142; Hs.694472	5.7	7.2	6.6	7.0	5.7	
6758_at	SSX5	Hs.166198	12.5	15.0	14.3	17.2	18.2	
675_at	BRCA2	Hs.34012	4.6	4.8	4.9	5.2	5.1	
6760_at	SS18	Hs.404263	146.3	134.8	119.4	124.2	133.2	
6764_at	ST5	Hs.117715	1886.9	2047.2	1944.5	1665.8	1580.6	
6767_at	ST13	Hs.712713	3158.2	2879.7	3153.9	3382.9	3478.6	
6768_at	ST14	Hs.504315	58.8	24.5	41.1	174.0	45.3	
6769_at	STAC	Hs.56045	319.5	187.5	259.3	277.9	222.5	
676_at	BRDT	Hs.482520	5.0	4.6	6.1	5.6	6.9	
6770_at	STAR	Hs.521535	29.7	29.7	28.5	29.8	27.1	
6772_at	STAT1	Hs.642990; Hs.715518	395.4	281.4	214.7	353.1	316.8	
6773_at	STAT2	Hs.530595	48.7	51.1	58.6	55.0	54.1	
6774_at	STAT3	Hs.463059	1003.3	720.8	638.8	821.8	747.0	
6775_at	STAT4	Hs.80642	128.5	121.7	159.4	188.7	236.9	
6776_at	STAT5A	Hs.437058	974.3	961.8	1150.8	1679.7	1647.8	
677766_at	SCARNA2	Hs.550815	8.0	9.1	7.2	5.6	9.1	
677769_at	SCARNA17	NA	81.7	83.3	143.8	74.6	57.5	
6777_at	STAT5B	Hs.719121	224.8	192.9	200.2	262.6	244.8	
677824_at	SNORA43	Hs.636619	19.8	21.5	21.7	24.8	27.0	
677838_at	SNORA61	Hs.719014	508.1	563.7	710.7	733.2	516.7	
6778_at	STAT6	Hs.524518	1348.9	1657.8	784.7	1272.1	1146.3	
6779_at	STATH	Hs.654495	4.5	4.0	5.7	6.1	5.6	
677_at	ZFP36L1	Hs.707091; Hs.85155	953.4	744.7	1078.8	831.7	658.8	
6780_at	STAU1	Hs.596704	2992.1	2969.2	2852.6	2920.2	2975.9	
6781_at	STC1	Hs.25590	50.3	76.0	21.2	71.2	74.2	
6782_at	HSPA13	Hs.352341	530.8	470.5	645.4	435.2	531.2	
6783_at	SULT1E1	Hs.479898	5.4	5.9	5.7	6.8	5.9	
6785_at	ELOVL4	Hs.101915	261.4	209.7	262.7	168.3	187.6	
6786_at	STIM1	Hs.501735	669.5	614.5	582.1	703.7	618.7	
6787_at	NEK4	Hs.631921	228.8	196.5	327.5	237.9	287.2	
6788_at	STK3	Hs.492333	426.0	409.2	407.3	436.3	412.2	
6789_at	STK4	Hs.472838	122.7	117.9	121.2	123.1	131.9	
678_at	ZFP36L2	Hs.503093	31.4	24.5	20.2	28.4	27.5	
6790_at	AURKA	Hs.250822	102.0	110.2	111.9	136.8	146.5	
6792_at	CDKL5	Hs.659851	13.9	13.8	15.9	13.6	17.1	
6793_at	STK10	Hs.719134	430.1	415.7	392.1	358.9	438.4	
6794_at	STK11	Hs.515005	94.4	91.1	92.2	96.3	100.1	
6795_at	AURKC	Hs.98338	70.4	40.7	81.0	67.2	118.5	
6799_at	SULT1A2	Hs.546304	543.1	540.9	758.0	1127.7	789.6	
6801_at	STRN	Hs.656726	9.0	8.3	11.1	9.7	11.6	
6804_at	STX1A	Hs.647024	32.8	26.6	33.7	42.0	36.3	
6809_at	STX3	Hs.180711	94.8	100.0	85.0	95.2	110.0	
680_at	BRS3	Hs.121484	5.3	4.1	4.3	5.5	4.2	
6810_at	STX4	Hs.83734	884.6	1090.7	1044.5	1038.6	905.8	
6811_at	STX5	Hs.654602	582.4	630.9	521.9	506.5	539.9	
6812_at	STXBP1	Hs.288229	443.0	596.6	449.1	674.6	651.8	
6813_at	STXBP2	Hs.515104	178.3	202.4	215.1	214.8	181.2	
6814_at	STXBP3	Hs.530436	631.2	671.4	847.9	807.8	797.2	
6815_at	STYX	Hs.364980	30.8	27.0	20.1	50.0	47.7	
6817_at	SULT1A1	Hs.567342	3556.1	2928.1	3161.5	4772.7	3981.4	
6819_at	SULT1C2	Hs.436123	8.8	6.5	9.2	58.0	68.7	
6820_at	SULT2B1	Hs.369331	54.2	35.3	26.9	25.0	41.2	
6821_at	SUOX	Hs.558403	203.7	199.4	245.8	314.5	291.6	
6822_at	SULT2A1	Hs.515835	4.4	4.6	4.8	5.5	4.7	
6827_at	SUPT4H1	Hs.439481	1877.0	1881.4	1574.2	1558.3	1654.7	
6829_at	SUPT5H	Hs.631604	975.5	918.4	1104.0	1051.7	966.7	
682_at	BSG	Hs.501293	1063.9	939.8	618.1	952.8	704.7	
6830_at	SUPT6H	Hs.250429	448.3	518.9	547.9	460.8	476.7	
6832_at	SUPV3L1	Hs.106469	1414.8	1325.1	2025.7	1911.1	1451.7	
6833_at	ABCC8	Hs.54470	48.6	62.3	323.4	66.3	102.7	
6834_at	SURF1	Hs.512464	2719.0	2512.4	2814.3	1994.4	2655.0	
6835_at	SURF2	Hs.159448	334.4	444.1	284.3	259.7	338.3	
6836_at	SURF4	Hs.512465	1828.8	1637.1	1379.9	1993.2	1810.4	
6837_at	MED22	Hs.78354	301.4	379.8	331.9	250.0	236.8	
6838_at	SURF6	Hs.274430	380.7	372.6	359.1	390.6	325.8	
6839_at	SUV39H1	Hs.522639	216.1	226.8	265.3	267.1	232.3	
683_at	BST1	Hs.399980	658.7	514.9	374.5	542.8	354.5	
6840_at	SVIL	Hs.499209	281.4	298.9	303.0	328.2	314.3	
6843_at	VAMP1	Hs.20021	183.6	219.9	205.1	175.5	157.8	
6844_at	VAMP2	Hs.25348	1194.1	1269.4	946.6	992.1	1129.3	
6847_at	SYCP1	Hs.112743	8.9	6.7	7.3	39.5	21.0	
684959_at	SNORA25	Hs.719011	276.3	278.7	412.8	310.5	208.6	
684_at	BST2	Hs.118110	1311.1	497.2	400.6	621.8	528.8	
6850_at	SYK	Hs.371720	321.2	258.4	139.4	241.6	218.3	
6853_at	SYN1	Hs.225936	50.2	59.4	56.6	42.4	42.1	
6854_at	SYN2	Hs.445503	15.0	19.2	14.4	27.7	20.9	
6855_at	SYP	Hs.632804	173.8	120.3	148.1	81.9	110.6	
6856_at	SYPL1	Hs.80919	998.9	772.0	777.6	870.1	810.5	
6857_at	SYT1	Hs.310545	11.2	20.3	10.6	8.3	9.7	
685_at	BTC	Hs.710156	16.2	8.6	23.4	15.8	22.7	
6860_at	SYT4	Hs.8059	39.9	43.7	36.6	34.8	25.4	
6861_at	SYT5	Hs.631566	18.1	19.3	20.9	16.3	22.3	
6862_at	T	Hs.389457	15.1	17.5	22.1	20.1	12.7	
6863_at	TAC1	Hs.2563	871.2	1059.9	891.0	331.3	442.6	
6865_at	TACR2	Hs.88372	26.4	35.9	36.8	33.0	29.8	
6866_at	TAC3	Hs.9730	15.9	14.4	30.9	24.3	30.9	
6867_at	TACC1	Hs.279245	2231.5	2417.6	1995.2	2057.1	1995.6	
6868_at	ADAM17	Hs.404914	48.3	51.7	43.4	34.3	42.7	
6869_at	TACR1	Hs.633301	22.5	27.0	21.3	21.7	26.0	
686_at	BTD	Hs.517830	237.9	246.5	184.8	253.1	220.8	
6870_at	TACR3	Hs.942	7.7	9.2	10.3	11.0	10.1	
6871_at	TADA2L	Hs.500066	95.2	102.4	78.5	82.6	69.9	
6872_at	TAF1	Hs.158560	37.6	30.4	32.4	23.5	29.1	
6873_at	TAF2	Hs.122752	127.7	101.4	186.1	156.8	172.5	
6874_at	TAF4	Hs.18857	57.3	58.3	114.4	84.1	114.5	
6875_at	TAF4B	Hs.369519	149.2	162.9	154.2	174.1	152.2	
6876_at	TAGLN	Hs.410977	6384.0	7475.5	6011.6	5272.8	5436.4	
6877_at	TAF5	Hs.96103	520.3	489.4	515.9	401.6	388.3	
6878_at	TAF6	Hs.489309	560.3	562.9	613.2	538.2	493.2	
6879_at	TAF7	Hs.438838	1104.9	1200.9	1225.6	1129.8	1142.7	
687_at	KLF9	Hs.150557; Hs.602267	596.2	643.4	560.4	664.6	526.5	
6880_at	TAF9	Hs.653163	1512.7	1534.3	1428.6	1385.0	1458.2	
6881_at	TAF10	Hs.5158	1950.2	2348.6	1834.2	2401.2	2271.0	
6882_at	TAF11	Hs.112444	293.1	319.6	398.6	358.7	353.8	
6883_at	TAF12	Hs.530251	241.2	179.0	164.2	226.4	198.1	
6884_at	TAF13	Hs.632426	8.8	14.2	8.6	10.0	13.8	
6885_at	MAP3K7	Hs.719192	159.8	112.5	143.0	133.3	126.9	
6886_at	TAL1	Hs.705618; Hs.709194	131.0	124.3	87.5	116.7	137.9	
6887_at	TAL2	Hs.247978	17.0	18.5	18.4	18.2	19.3	
6888_at	TALDO1	Hs.438678	3677.2	4037.3	3096.6	4221.8	4328.4	
688_at	KLF5	Hs.508234	2701.9	2719.0	3616.0	2388.9	1323.0	
6890_at	TAP1	Hs.352018	1279.5	975.4	1031.2	1224.8	1119.2	
6891_at	TAP2	Hs.502	112.7	68.6	72.4	115.1	87.0	
6892_at	TAPBP	Hs.714746	78.5	74.7	55.7	67.2	54.7	
6894_at	TARBP1	Hs.498115	873.3	828.0	1980.2	1364.8	1263.1	
6895_at	TARBP2	Hs.326	116.7	127.9	139.1	132.5	139.7	
6897_at	TARS	Hs.481860	1872.9	1750.6	1561.6	1512.5	1748.9	
6898_at	TAT	Hs.161640	30.2	22.9	31.9	31.0	24.0	
6899_at	TBX1	Hs.173984	22.5	15.4	17.1	16.0	18.4	
689_at	BTF3	Hs.591768	7757.8	7767.9	7515.2	8696.7	7922.4	
6900_at	CNTN2	Hs.519220	139.5	135.9	162.1	60.1	98.2	
6901_at	TAZ	Hs.409911	267.0	318.0	428.5	403.1	405.3	
6903_at	TBCC	Hs.75064	261.0	220.4	220.9	197.4	210.7	
6904_at	TBCD	Hs.464391	155.1	187.1	231.3	198.1	195.8	
6905_at	TBCE	Hs.498143	571.7	638.0	549.3	623.2	764.7	
6906_at	SERPINA7	Hs.76838	4.7	3.9	4.6	3.9	5.3	
6907_at	TBL1X	Hs.495656	191.3	165.2	171.6	159.7	178.2	
6908_at	TBP	Hs.590872	1040.1	749.4	1092.3	842.1	864.9	
6909_at	TBX2	Hs.531085	179.1	145.6	162.4	135.5	167.2	
6910_at	TBX5	Hs.381715	19.5	15.0	21.4	24.4	18.1	
6911_at	TBX6	Hs.198301	22.8	22.0	26.9	26.8	25.7	
6913_at	TBX15	Hs.146196	460.9	427.1	317.6	456.3	333.1	
6915_at	TBXA2R	Hs.442530	541.9	643.0	500.4	435.3	564.3	
6916_at	TBXAS1	Hs.520757	109.1	128.3	51.8	65.7	55.2	
6919_at	TCEA2	Hs.505004; Hs.711562	197.8	231.6	237.7	197.3	198.0	
6920_at	TCEA3	Hs.446354	2564.1	3466.6	3491.9	2508.8	1967.0	
6923_at	TCEB2	Hs.172772	736.5	841.2	876.3	631.0	574.9	
6924_at	TCEB3	Hs.15535	126.6	138.4	119.4	131.0	112.1	
6925_at	TCF4	Hs.605153	1410.2	1340.6	1318.6	1285.4	1336.2	
6926_at	TBX3	Hs.714737	139.8	134.0	174.0	123.7	151.5	
6927_at	HNF1A	Hs.654455	25.7	23.9	25.1	19.3	25.2	
6928_at	HNF1B	Hs.191144	6.2	5.1	5.8	4.8	5.5	
6929_at	TCF3	Hs.371282	252.0	255.6	247.3	272.7	274.3	
6932_at	TCF7	Hs.573153	83.7	103.0	96.8	81.7	115.6	
6934_at	TCF7L2	Hs.593995	259.9	247.4	159.3	240.1	210.8	
6935_at	ZEB1	Hs.124503	212.8	200.3	125.1	126.8	155.7	
6936_at	C2orf3	Hs.303808; Hs.662279	300.6	359.9	467.5	318.7	322.6	
6938_at	TCF12	Hs.511504	2195.8	2273.4	2964.1	2729.4	2703.9	
6939_at	TCF15	Hs.437	37.3	55.6	43.9	36.8	55.6	
6940_at	ZNF354A	Hs.484324	289.5	432.1	271.4	282.7	375.9	
6941_at	TCF19	Hs.584807	222.7	232.4	191.7	207.7	208.9	
6942_at	TCF20	Hs.475018	649.6	545.5	593.5	567.3	585.2	
6943_at	TCF21	Hs.78061	26.3	12.4	21.9	37.7	31.9	
6944_at	VPS72	Hs.2430	361.9	336.5	476.6	346.5	380.7	
6945_at	MLX	Hs.383019; Hs.714749	635.8	726.3	618.7	718.0	716.1	
6947_at	TCN1	Hs.2012	6.5	10.0	7.6	5.9	7.1	
6948_at	TCN2	Hs.417948	576.9	519.4	456.1	583.1	426.5	
6949_at	TCOF1	Hs.519672; Hs.605019	68.2	87.1	88.7	80.8	76.5	
694_at	BTG1	Hs.255935	1238.5	947.2	1073.6	1313.9	1185.8	
6950_at	TCP1	Hs.363137	1237.7	1448.9	1284.1	1327.5	1385.4	
6954_at	TCP11	Hs.435371	30.1	38.2	16.3	34.4	21.5	
6956_at	TRAV6	NA	7.0	10.1	7.4	8.9	6.7	
695_at	BTK	Hs.159494	204.0	187.5	168.3	150.2	212.9	
696_at	BTN1A1	Hs.153058	6.3	6.4	6.6	5.2	6.1	
6975_at	TECTB	Hs.348615	4.4	5.2	4.8	5.3	4.8	
6988_at	TCTA	Hs.517962	1097.8	1081.3	997.9	1216.0	918.3	
6990_at	DYNLT3	Hs.446392	3039.8	2782.8	2672.0	2643.1	3217.2	
6991_at	TCTE3	Hs.584808	5.5	5.3	5.1	5.4	5.7	
6992_at	PPP1R11	Hs.82887	400.8	508.9	315.5	392.1	425.3	
6993_at	DYNLT1	Hs.445999	2913.3	2521.9	2285.3	2761.1	3161.0	
6999_at	TDO2	Hs.183671	12.9	7.6	10.9	11.1	20.3	
699_at	BUB1	Hs.469649	8.6	7.2	6.3	10.3	7.4	
7001_at	PRDX2	Hs.432121	3464.6	3787.8	2600.1	3958.9	3790.1	
7003_at	TEAD1	Hs.655331	100.3	100.4	123.8	104.2	113.1	
7004_at	TEAD4	Hs.94865	295.8	373.8	167.2	262.8	389.1	
7005_at	TEAD3	Hs.485205	166.0	270.1	270.6	207.5	200.1	
7006_at	TEC	Hs.479670	39.9	32.8	68.8	41.4	22.1	
7007_at	TECTA	Hs.248162	16.0	25.8	40.7	21.3	21.3	
7008_at	TEF	Hs.181159	363.7	457.6	408.3	382.2	337.7	
7009_at	TMBIM6	Hs.35052; Hs.708025	3213.5	2997.9	2565.0	2799.6	2758.5	
7010_at	TEK	Hs.89640	16.5	11.6	12.1	14.3	17.2	
7011_at	TEP1	Hs.508835	9.4	8.2	10.2	8.8	9.9	
7013_at	TERF1	Hs.442707	1051.5	1164.4	1121.5	802.3	923.3	
7014_at	TERF2	Hs.63335	765.1	694.6	568.6	550.2	716.9	
7015_at	TERT	Hs.492203	12.5	13.0	12.1	11.6	13.1	
7016_at	TESK1	Hs.708096	390.0	459.1	560.5	855.9	703.5	
7018_at	TF	Hs.518267	344.3	365.3	285.0	3020.6	1052.8	
7019_at	TFAM	Hs.642966	171.7	161.6	170.1	162.3	199.2	
701_at	BUB1B	Hs.631699	60.0	26.5	46.6	67.7	54.3	
7020_at	TFAP2A	Hs.519880	38.5	40.3	45.8	36.3	60.1	
7021_at	TFAP2B	Hs.33102	39.5	35.8	46.9	38.9	24.9	
7022_at	TFAP2C	Hs.473152	34.1	24.9	27.0	21.8	16.8	
7023_at	TFAP4	Hs.513305	26.1	22.0	27.4	30.0	24.1	
7024_at	TFCP2	Hs.48849	238.8	246.7	257.7	240.2	251.8	
7025_at	NR2F1	Hs.519445	768.9	927.9	805.9	488.6	492.4	
7026_at	NR2F2	Hs.657455	4315.4	4248.9	4820.0	3965.0	3968.5	
7027_at	TFDP1	Hs.79353	149.3	126.3	100.3	126.5	135.5	
7029_at	TFDP2	Hs.379018	652.0	745.2	484.1	572.0	549.1	
7030_at	TFE3	Hs.274184	402.9	475.8	410.2	448.0	440.4	
7031_at	TFF1	Hs.162807	6.4	7.6	7.7	7.8	9.0	
7032_at	TFF2	Hs.2979	8.9	8.2	10.7	7.7	12.9	
7033_at	TFF3	Hs.82961	562.6	215.5	292.1	118.3	141.1	
7035_at	TFPI	Hs.516578	640.7	662.7	496.4	533.5	405.3	
7036_at	TFR2	Hs.544932	28.5	33.2	40.8	26.4	34.4	
7037_at	TFRC	Hs.529618; Hs.592950	127.9	180.6	165.5	276.8	138.6	
7038_at	TG	Hs.654591	28.2	58.1	61.5	54.4	56.3	
7039_at	TGFA	Hs.170009	13.2	16.3	13.9	14.2	11.2	
7040_at	TGFB1	Hs.645227	89.4	71.0	49.8	62.4	72.6	
7041_at	TGFB1I1	Hs.513530	2060.6	2395.5	2338.3	2240.8	2351.0	
7042_at	TGFB2	Hs.133379	280.1	283.8	139.9	256.1	245.8	
7043_at	TGFB3	Hs.592317	1378.0	1057.7	602.4	959.1	938.0	
7044_at	LEFTY2	Hs.520187	99.0	65.6	37.4	62.2	39.6	
7045_at	TGFBI	Hs.369397; Hs.645734	7987.1	7895.5	7354.9	5243.3	6336.6	
7046_at	TGFBR1	Hs.494622	99.0	99.3	117.6	116.2	112.3	
7047_at	TGM4	Hs.438265	7.1	7.1	7.6	8.8	8.9	
7048_at	TGFBR2	Hs.604277; Hs.82028	499.8	527.5	499.1	499.0	426.8	
7049_at	TGFBR3	Hs.482390	452.3	431.8	426.1	559.6	385.0	
7050_at	TGIF1	Hs.373550	330.5	268.9	356.0	309.8	277.2	
7051_at	TGM1	Hs.508950	130.6	404.0	297.8	128.0	110.7	
7052_at	TGM2	Hs.517033	120.8	65.1	37.7	61.0	68.5	
7053_at	TGM3	Hs.2022	7.5	8.0	7.3	6.9	9.1	
7054_at	TH	Hs.435609	16.1	20.4	18.5	22.6	14.0	
7056_at	THBD	Hs.2030	1122.7	939.3	395.6	632.4	881.0	
7057_at	THBS1	Hs.164226	200.9	329.0	280.9	211.5	126.2	
7058_at	THBS2	Hs.371147	5497.3	5370.5	5068.9	5069.5	4742.4	
7059_at	THBS3	Hs.169875; Hs.658188	669.1	754.6	855.7	803.7	731.1	
705_at	BYSL	Hs.106880	132.9	131.9	139.4	128.5	136.7	
7060_at	THBS4	Hs.211426	6450.1	8142.0	7754.5	4286.0	5014.1	
7062_at	TCHH	Hs.432416; Hs.553300	13.5	31.2	24.8	17.1	9.3	
7064_at	THOP1	Hs.78769	46.3	39.4	54.9	54.0	50.6	
7066_at	THPO	Hs.1166	12.7	17.6	13.0	14.4	17.7	
7067_at	THRA	Hs.724	341.5	424.2	327.7	365.7	338.0	
7068_at	THRB	Hs.187861	385.4	287.2	375.0	643.3	463.4	
7069_at	THRSP	Hs.591969	177.0	162.7	182.7	1606.2	836.1	
706_at	TSPO	Hs.202	1937.3	1998.7	1573.9	2439.7	1958.3	
7070_at	THY1	Hs.644697; Hs.719101	1935.8	856.5	321.7	1111.7	1029.8	
7071_at	KLF10	Hs.435001	2113.5	1307.9	1594.6	2038.4	2057.5	
7072_at	TIA1	Hs.413123	111.9	106.2	161.9	129.7	146.3	
7073_at	TIAL1	Hs.501203	424.5	444.0	577.1	479.1	465.3	
7074_at	TIAM1	Hs.517228	566.8	668.4	374.0	462.2	485.8	
7075_at	TIE1	Hs.78824	1011.6	1014.5	572.0	980.7	1210.7	
7076_at	TIMP1	Hs.522632	7254.7	6740.2	4686.1	5760.9	5301.0	
7077_at	TIMP2	Hs.633514	4817.8	4751.2	4315.2	4581.0	4231.8	
7078_at	TIMP3	Hs.644633; Hs.714168	2185.6	2375.2	2051.9	2886.9	2210.1	
7079_at	TIMP4	Hs.591665	369.9	445.3	335.1	3125.0	1648.7	
7080_at	NKX2-1	Hs.94367	18.2	20.3	20.1	24.8	22.1	
7082_at	TJP1	Hs.719113	965.7	1170.2	1406.2	1090.4	1000.2	
7083_at	TK1	Hs.515122	67.8	45.9	40.0	63.1	53.3	
7084_at	TK2	Hs.512619	1856.7	1643.3	1530.4	2329.6	2059.2	
7086_at	TKT	Hs.89643	2809.2	3037.5	2277.8	3607.2	3485.2	
7087_at	ICAM5	Hs.465862	48.7	57.8	58.1	53.2	53.0	
7088_at	TLE1	Hs.197320; Hs.689805	484.5	517.8	722.4	618.9	611.1	
7089_at	TLE2	Hs.332173	2208.6	3703.2	3556.3	2311.8	1732.9	
708_at	C1QBP	Hs.555866	1118.8	923.5	1035.8	1037.0	1143.9	
7090_at	TLE3	Hs.287362	226.7	202.4	198.6	289.9	288.4	
7091_at	TLE4	Hs.444213	65.5	59.0	83.5	56.4	61.1	
7093_at	TLL2	Hs.154296	74.3	61.0	80.4	42.8	40.0	
7094_at	TLN1	Hs.471014	3399.6	3661.9	3096.8	3496.7	3467.4	
7095_at	SEC62	Hs.622596	1485.5	1451.2	1455.9	1429.2	1532.3	
7096_at	TLR1	Hs.621817; Hs.654532	663.8	587.2	318.4	289.1	222.8	
7097_at	TLR2	Hs.519033	719.4	687.8	881.8	317.3	344.6	
7098_at	TLR3	Hs.657724	259.2	197.2	243.4	276.6	186.6	
7099_at	TLR4	Hs.174312	175.9	125.7	77.4	130.2	97.4	
70_at	ACTC1	Hs.118127	558.7	297.9	551.1	200.2	521.8	
7100_at	TLR5	Hs.604542	374.2	259.6	166.3	171.4	114.4	
7101_at	NR2E1	Hs.157688	6.1	6.2	5.9	8.6	5.7	
7102_at	TSPAN7	Hs.441664	1486.2	1220.1	1095.1	1406.2	1749.9	
7103_at	TSPAN8	Hs.170563	2269.9	2037.0	2529.8	915.2	2073.6	
7104_at	TM4SF4	Hs.133527	8.0	8.1	9.5	8.9	7.4	
7105_at	TSPAN6	Hs.43233	1402.5	1414.7	1575.8	1309.0	1221.8	
7106_at	TSPAN4	Hs.654836	570.2	690.5	667.5	648.4	499.0	
7107_at	GPR137B	Hs.498160	2790.7	3312.0	3421.1	2489.0	2496.5	
7108_at	TM7SF2	Hs.31130	99.7	129.5	149.1	470.0	508.6	
7109_at	TRAPPC10	Hs.126221	207.0	236.6	218.1	218.7	236.2	
710_at	SERPING1	Hs.384598	5175.3	5647.2	4494.3	4807.6	4150.1	
7110_at	TMF1	Hs.267632	451.2	363.3	508.9	431.9	488.8	
7111_at	TMOD1	Hs.494595	803.8	1040.6	777.7	518.7	492.4	
7112_at	TMPO	Hs.11355	10.8	16.1	10.6	13.2	14.6	
7113_at	TMPRSS2	Hs.439309	9.9	11.5	10.6	9.7	9.8	
7122_at	CLDN5	Hs.505337	2670.2	2070.8	1734.0	2628.0	2479.3	
7123_at	CLEC3B	Hs.476092	5137.1	4404.8	2726.1	3725.3	3130.0	
7124_at	TNF	Hs.241570	76.5	32.0	42.0	25.6	28.2	
7125_at	TNNC2	Hs.182421	53.3	48.3	64.8	61.4	73.4	
7126_at	TNFAIP1	Hs.76090	580.1	546.3	471.4	431.2	593.3	
7127_at	TNFAIP2	Hs.525607; Hs.660676	139.9	116.8	119.1	151.1	147.9	
7128_at	TNFAIP3	Hs.211600	278.2	235.8	249.5	276.2	201.9	
712_at	C1QA	Hs.632379	785.9	638.2	245.9	538.6	182.2	
7130_at	TNFAIP6	Hs.437322	206.2	172.2	423.5	118.0	173.1	
7132_at	TNFRSF1A	Hs.279594; Hs.713833	1362.4	1156.5	1201.4	1279.9	1299.5	
7133_at	TNFRSF1B	Hs.256278	1453.4	1275.8	683.1	1013.7	1176.3	
7134_at	TNNC1	Hs.118845	8441.0	8807.3	8508.3	4783.8	4562.9	
7135_at	TNNI1	Hs.320890	19.7	19.4	27.6	14.3	20.7	
7136_at	TNNI2	Hs.523403	76.1	76.4	46.7	77.7	42.7	
7137_at	TNNI3	Hs.709179	13.0	12.7	25.8	12.6	11.0	
7138_at	TNNT1	Hs.631558	20.0	23.0	46.8	17.7	16.6	
7139_at	TNNT2	Hs.533613	524.4	2136.2	1615.1	1094.8	560.6	
713_at	C1QB	Hs.8986	1230.5	1306.8	258.0	823.0	186.8	
7140_at	TNNT3	Hs.73454	394.2	250.4	223.9	370.2	363.4	
7141_at	TNP1	Hs.3017	40.7	35.8	40.1	35.3	42.3	
7142_at	TNP2	Hs.513349	10.6	13.0	13.5	13.9	11.8	
7143_at	TNR	Hs.659864	10.1	11.0	11.9	11.3	11.6	
7145_at	TNS1	Hs.471381	736.9	834.4	863.7	902.6	914.6	
7148_at	TNXB	Hs.42853; Hs.485104	65.5	76.0	71.9	56.5	77.1	
